1662638525;1662642126;5;default;xfs;50;rw;18825.126312;3601.213375;20556217328
1662642221;1662643122;5;default;xfs;250;ro;99991.751071;901.471923;1104
1662643182;1662646783;5;default;xfs;250;rw;11834.677247;3600.816389;26320855056
1662646985;1662647886;5;default;xfs;1000;ro;56499.748966;900.869210;3016
1662647946;1662651547;5;default;xfs;1000;rw;4957.053764;3600.426527;57449131096
1662652125;1662655726;5;default;ext4;50;rw;18592.526868;3601.191454;20346005992
1662655824;1662656725;5;default;ext4;250;ro;98958.659505;901.469864;4768
1662656785;1662660386;5;default;ext4;250;rw;11649.956101;3600.808873;26142024872
1662660599;1662661500;5;default;ext4;1000;ro;56619.367484;900.874535;3312
1662661560;1662665160;5;default;ext4;1000;rw;4941.047203;3600.424119;57394992656
1662665758;1662669359;6;default;xfs;50;rw;18374.267950;3601.184463;20135737272
1662669455;1662670356;6;default;xfs;250;ro;100688.888445;901.488693;2296
1662670416;1662674017;6;default;xfs;250;rw;11432.521236;3600.823195;25966953736
1662674227;1662675128;6;default;xfs;1000;ro;56834.376392;900.886228;888
1662675188;1662678788;6;default;xfs;1000;rw;4118.247171;3600.394179;54937826872
1662679358;1662682959;6;default;ext4;50;rw;18222.974184;3601.170569;20006107752
1662683058;1662683960;6;default;ext4;250;ro;100893.094250;901.489026;7488
1662684020;1662687620;6;default;ext4;250;rw;11034.777922;3600.781756;25554477040
1662687841;1662688742;6;default;ext4;1000;ro;56946.555635;900.884651;4952
1662688802;1662692402;6;default;ext4;1000;rw;4124.049601;3600.370730;54950308544
