run|epoch|ts|lsn|checkpoints_timed|checkpoints_req|checkpoint_write_time|checkpoint_sync_time|buffers_checkpoint|buffers_clean|maxwritten_clean|buffers_backend|buffers_backend_fsync|buffers_alloc|stats_reset
1|1662808669.826615|2022-09-10 13:17:49.826615+02|0/4E4FC408|1|1|88986|23|3009|0|0|325915|0|193269|2022-09-10 13:01:20.051359+02
1|1662808670.840504|2022-09-10 13:17:50.840504+02|0/4FB396C0|1|1|88986|23|3009|0|0|325915|0|194307|2022-09-10 13:01:20.051359+02
2|1662808671.855752|2022-09-10 13:17:51.855752+02|0/51086150|1|1|88986|23|3009|0|0|325915|0|195683|2022-09-10 13:01:20.051359+02
3|1662808672.871791|2022-09-10 13:17:52.871791+02|0/52448CB8|1|1|88986|23|3009|0|0|325915|0|196357|2022-09-10 13:01:20.051359+02
4|1662808673.887701|2022-09-10 13:17:53.887701+02|0/533F4E18|1|1|88986|23|3009|0|0|325915|0|196931|2022-09-10 13:01:20.051359+02
5|1662808674.903312|2022-09-10 13:17:54.903312+02|0/54645DF0|1|1|88986|23|3009|0|0|325915|0|197567|2022-09-10 13:01:20.051359+02
6|1662808675.918841|2022-09-10 13:17:55.918841+02|0/5581D920|1|1|88986|23|3009|0|0|325915|0|198098|2022-09-10 13:01:20.051359+02
7|1662808676.933926|2022-09-10 13:17:56.933926+02|0/569A9FF0|1|1|88986|23|3009|0|0|325915|0|198841|2022-09-10 13:01:20.051359+02
8|1662808677.949216|2022-09-10 13:17:57.949216+02|0/57AED618|1|1|88986|23|3009|0|0|325915|0|199285|2022-09-10 13:01:20.051359+02
9|1662808678.963970|2022-09-10 13:17:58.96397+02|0/587D27F8|1|1|88986|23|3009|0|0|325915|0|199714|2022-09-10 13:01:20.051359+02
10|1662808679.978916|2022-09-10 13:17:59.978916+02|0/59903938|1|1|88986|23|3009|0|0|325915|0|199998|2022-09-10 13:01:20.051359+02
11|1662808680.993326|2022-09-10 13:18:00.993326+02|0/5AA13CF8|1|1|88986|23|3009|0|0|325915|0|200510|2022-09-10 13:01:20.051359+02
12|1662808682.008371|2022-09-10 13:18:02.008371+02|0/5BB0CCB0|1|1|88986|23|3009|0|0|325915|0|200814|2022-09-10 13:01:20.051359+02
13|1662808683.022878|2022-09-10 13:18:03.022878+02|0/5CC076D8|1|1|88986|23|3009|0|0|325915|0|201614|2022-09-10 13:01:20.051359+02
14|1662808684.038317|2022-09-10 13:18:04.038317+02|0/5D8D7F98|1|1|88986|23|3009|0|0|325915|0|201615|2022-09-10 13:01:20.051359+02
15|1662808685.053289|2022-09-10 13:18:05.053289+02|0/5E9DF0A0|1|1|88986|23|3009|0|0|325915|0|202100|2022-09-10 13:01:20.051359+02
16|1662808686.068971|2022-09-10 13:18:06.068971+02|0/5FAF78B8|1|1|88986|23|3009|0|0|325915|0|202508|2022-09-10 13:01:20.051359+02
17|1662808687.083584|2022-09-10 13:18:07.083584+02|0/60C17F40|1|1|88986|23|3009|0|0|325915|0|203154|2022-09-10 13:01:20.051359+02
