1662249388;1662252989;stripe;default;50;rw;19351.713307;3601.239494;21254041392
1662253091;1662253992;stripe;default;250;ro;70865.949231;901.054708;8280
1662254052;1662257653;stripe;default;250;rw;13617.917542;3600.930165;28080701112
1662257903;1662258804;stripe;default;1000;ro;42856.821033;900.690822;5552
1662258864;1662262465;stripe;default;1000;rw;5803.410436;3600.474323;59438892592
1662262538;1662266140;stripe;no-fpw;50;rw;19144.166409;3601.227403;17864905256
1662266243;1662267144;stripe;no-fpw;250;ro;70196.843108;901.041326;5800
1662267204;1662270805;stripe;no-fpw;250;rw;13791.283226;3600.970364;13106519280
1662271068;1662271968;stripe;no-fpw;1000;ro;42845.257615;900.685059;2280
1662272028;1662275629;stripe;no-fpw;1000;rw;6607.078291;3600.526853;6459219576
1662275702;1662279303;stripe;no-fpw-tuned;50;rw;19343.683974;3601.235924;18048356728
1662279404;1662280305;stripe;no-fpw-tuned;250;ro;70383.228767;901.041179;5632
1662280365;1662283966;stripe;no-fpw-tuned;250;rw;13861.259938;3600.941372;13168627680
1662284218;1662285119;stripe;no-fpw-tuned;1000;ro;42860.875422;900.679730;8112
1662285179;1662288780;stripe;no-fpw-tuned;1000;rw;6526.748315;3600.520113;6384532824
1662288871;1662292472;mirror;default;50;rw;14186.048045;3600.976242;16467792048
1662292631;1662293532;mirror;default;250;ro;69531.098861;901.038265;6960
1662293592;1662297192;mirror;default;250;rw;6386.204967;3600.517790;21253474544
1662297679;1662298579;mirror;default;1000;ro;42413.143798;900.655376;1832
1662298639;1662302240;mirror;default;1000;rw;1350.270409;3600.187944;34904616184
1662302330;1662305931;mirror;no-fpw;50;rw;14428.457364;3600.994569;13483801176
1662306087;1662306988;mirror;no-fpw;250;ro;69612.076573;901.029702;1696
1662307048;1662310649;mirror;no-fpw;250;rw;7205.478216;3600.580052;6942623112
1662311174;1662312074;mirror;no-fpw;1000;ro;42116.553820;900.680279;7400
1662312134;1662315735;mirror;no-fpw;1000;rw;1825.897442;3600.200680;1961602656
1662315819;1662319420;mirror;no-fpw-tuned;50;rw;14855.047023;3601.000853;13878352008
1662319574;1662320475;mirror;no-fpw-tuned;250;ro;70152.980056;901.046035;7904
1662320535;1662324135;mirror;no-fpw-tuned;250;rw;7380.671616;3600.572641;7108013192
1662324597;1662325498;mirror;no-fpw-tuned;1000;ro;42213.556077;900.678818;6856
1662325558;1662329158;mirror;no-fpw-tuned;1000;rw;1782.064625;3600.176927;1919864024
1662329233;1662332834;raidz1;default;50;rw;17317.835938;3601.125353;19345867400
1662332938;1662333839;raidz1;default;250;ro;70339.012484;901.046763;1672
1662333899;1662337500;raidz1;default;250;rw;10296.576307;3600.774822;25095277336
1662337777;1662338678;raidz1;default;1000;ro;41650.228016;900.667924;2016
1662338738;1662342339;raidz1;default;1000;rw;3372.345608;3600.303368;51990563456
1662342414;1662346015;raidz1;no-fpw;50;rw;17425.762527;3601.137329;16268821760
1662346119;1662347020;raidz1;no-fpw;250;ro;70056.427517;901.034529;2448
1662347080;1662350681;raidz1;no-fpw;250;rw;11048.958447;3600.781628;10541630160
1662350968;1662351869;raidz1;no-fpw;1000;ro;41551.293099;900.674030;5856
1662351929;1662355529;raidz1;no-fpw;1000;rw;4248.822838;3600.370917;4242997048
1662355602;1662359204;raidz1;no-fpw-tuned;50;rw;17628.089423;3601.142958;16454806488
1662359306;1662360207;raidz1;no-fpw-tuned;250;ro;70673.380956;901.031619;4128
1662360268;1662363868;raidz1;no-fpw-tuned;250;rw;11088.192697;3600.814240;10578930720
1662364136;1662365037;raidz1;no-fpw-tuned;1000;ro;41818.139652;900.667511;1560
1662365097;1662368698;raidz1;no-fpw-tuned;1000;rw;4133.532216;3600.363555;4135054152
1662368774;1662372375;raidz2;default;50;rw;16989.965245;3601.099534;19056331496
1662372481;1662373382;raidz2;default;250;ro;71367.196090;901.060610;7304
1662373442;1662377043;raidz2;default;250;rw;9254.623089;3600.778183;24111789552
1662377329;1662378229;raidz2;default;1000;ro;41915.396491;900.667175;2360
1662378289;1662381890;raidz2;default;1000;rw;2942.657650;3600.274171;49617096056
1662381966;1662385567;raidz2;no-fpw;50;rw;17155.067768;3601.120860;16015791736
1662385673;1662386574;raidz2;no-fpw;250;ro;70521.258762;901.044152;6888
1662386634;1662390235;raidz2;no-fpw;250;rw;10021.816792;3600.736407;9580792224
1662390543;1662391443;raidz2;no-fpw;1000;ro;41474.452179;900.643150;4032
1662391503;1662395104;raidz2;no-fpw;1000;rw;3735.511197;3600.356979;3760437320
1662395177;1662398778;raidz2;no-fpw-tuned;50;rw;17181.691556;3601.127606;16040120352
1662398883;1662399784;raidz2;no-fpw-tuned;250;ro;70145.458436;901.044169;5240
1662399844;1662403445;raidz2;no-fpw-tuned;250;rw;10075.941535;3600.734963;9630378552
1662403725;1662404626;raidz2;no-fpw-tuned;1000;ro;41527.675228;900.675649;6696
1662404686;1662408286;raidz2;no-fpw-tuned;1000;rw;3606.457647;3600.306201;3639008440
1662408364;1662411965;raidz3;default;50;rw;15778.771638;3601.045752;17852753096
1662412078;1662412979;raidz3;default;250;ro;70126.174518;901.047724;5776
1662413039;1662416640;raidz3;default;250;rw;8109.073982;3600.640067;23223410056
1662416954;1662417854;raidz3;default;1000;ro;41366.511400;900.657408;3016
1662417914;1662421515;raidz3;default;1000;rw;2450.165588;3600.238653;46255775072
1662421593;1662425194;raidz3;no-fpw;50;rw;16228.391258;3601.072238;15155190496
1662425307;1662426208;raidz3;no-fpw;250;ro;71191.883942;901.057146;8080
1662426268;1662429869;raidz3;no-fpw;250;rw;8895.950274;3600.672126;8529002800
1662430202;1662431103;raidz3;no-fpw;1000;ro;41473.705210;900.660584;3168
1662431163;1662434763;raidz3;no-fpw;1000;rw;3211.319465;3600.297498;3267758208
1662434839;1662438440;raidz3;no-fpw-tuned;50;rw;16507.997270;3601.088595;15413703784
1662438552;1662439453;raidz3;no-fpw-tuned;250;ro;70716.723735;901.046476;6488
1662439513;1662443113;raidz3;no-fpw-tuned;250;rw;8994.644574;3600.661544;8621474176
1662443412;1662444313;raidz3;no-fpw-tuned;1000;ro;41402.272263;900.677120;1392
1662444373;1662447973;raidz3;no-fpw-tuned;1000;rw;3103.656038;3600.343277;3166543520
