1662249378;1662249387;stripe;default;50;init;9.314630;644061736
1662249387;1662249387;stripe;default;50;vacuum;0.028107;62768
1662253049;1662253091;stripe;default;250;init;41.839985;3220063832
1662253091;1662253091;stripe;default;250;vacuum;0.035728;76376
1662257714;1662257903;stripe;default;1000;init;189.220859;12880076480
1662257903;1662257903;stripe;default;1000;vacuum;0.048208;183512
1662262529;1662262538;stripe;no-fpw;50;init;9.476612;644020656
1662262538;1662262538;stripe;no-fpw;50;vacuum;0.029737;39192
1662266200;1662266243;stripe;no-fpw;250;init;42.380602;3219940640
1662266243;1662266243;stripe;no-fpw;250;vacuum;0.036496;70616
1662270865;1662271068;stripe;no-fpw;1000;init;202.143527;12879641032
1662271068;1662271068;stripe;no-fpw;1000;vacuum;0.065264;178568
1662275693;1662275701;stripe;no-fpw-tuned;50;init;8.498605;644020656
1662275701;1662275701;stripe;no-fpw-tuned;50;vacuum;0.029283;39192
1662279363;1662279404;stripe;no-fpw-tuned;250;init;40.560497;3219940632
1662279404;1662279404;stripe;no-fpw-tuned;250;vacuum;0.036230;70784
1662284027;1662284218;stripe;no-fpw-tuned;1000;init;191.064035;12879640912
1662284218;1662284218;stripe;no-fpw-tuned;1000;vacuum;0.048874;172736
1662288844;1662288869;mirror;default;50;init;25.756592;644061872
1662288869;1662288869;mirror;default;50;vacuum;0.029603;62632
1662292533;1662292631;mirror;default;250;init;97.656812;3220064272
1662292631;1662292631;mirror;default;250;vacuum;0.078326;77672
1662297253;1662297679;mirror;default;1000;init;425.158682;12880077912
1662297679;1662297679;mirror;default;1000;vacuum;0.102910;187232
1662302304;1662302328;mirror;no-fpw;50;init;24.773347;644020792
1662302328;1662302328;mirror;no-fpw;50;vacuum;0.029853;39056
1662305992;1662306087;mirror;no-fpw;250;init;95.520699;3219940992
1662306087;1662306087;mirror;no-fpw;250;vacuum;0.069272;74744
1662310709;1662311173;mirror;no-fpw;1000;init;464.161384;12879642712
1662311173;1662311174;mirror;no-fpw;1000;vacuum;0.083605;173448
1662315799;1662315816;mirror;no-fpw-tuned;50;init;17.784176;644020768
1662315816;1662315816;mirror;no-fpw-tuned;50;vacuum;0.028175;39080
1662319480;1662319574;mirror;no-fpw-tuned;250;init;93.248509;3219940952
1662319574;1662319574;mirror;no-fpw-tuned;250;vacuum;0.055753;68568
1662324196;1662324597;mirror;no-fpw-tuned;1000;init;400.608905;12879642360
1662324597;1662324597;mirror;no-fpw-tuned;1000;vacuum;0.103239;173992
1662329222;1662329232;raidz1;default;50;init;10.359772;644061736
1662329232;1662329232;raidz1;default;50;vacuum;0.028788;62768
1662332894;1662332938;raidz1;default;250;init;43.667893;3220063792
1662332938;1662332938;raidz1;default;250;vacuum;0.049257;82984
1662337561;1662337777;raidz1;default;1000;init;216.589749;12880076376
1662337777;1662337777;raidz1;default;1000;vacuum;0.134057;187048
1662342402;1662342413;raidz1;no-fpw;50;init;10.734603;644020656
1662342413;1662342413;raidz1;no-fpw;50;vacuum;0.028463;39192
1662346075;1662346119;raidz1;no-fpw;250;init;43.689834;3219940640
1662346119;1662346119;raidz1;no-fpw;250;vacuum;0.039834;73992
1662350742;1662350968;raidz1;no-fpw;1000;init;226.183003;12879641112
1662350968;1662350968;raidz1;no-fpw;1000;vacuum;0.116368;174992
1662355593;1662355602;raidz1;no-fpw-tuned;50;init;8.742087;644020656
1662355602;1662355602;raidz1;no-fpw-tuned;50;vacuum;0.029486;39192
1662359264;1662359306;raidz1;no-fpw-tuned;250;init;42.180720;3219940584
1662359306;1662359306;raidz1;no-fpw-tuned;250;vacuum;0.034763;72288
1662363929;1662364136;raidz1;no-fpw-tuned;1000;init;207.008313;12879640928
1662364136;1662364136;raidz1;no-fpw-tuned;1000;vacuum;0.047578;179288
1662368762;1662368773;raidz2;default;50;init;11.552969;644061736
1662368773;1662368773;raidz2;default;50;vacuum;0.029398;62768
1662372436;1662372481;raidz2;default;250;init;45.096892;3220063928
1662372481;1662372481;raidz2;default;250;vacuum;0.075353;77328
1662377103;1662377329;raidz2;default;1000;init;225.156543;12880076512
1662377329;1662377329;raidz2;default;1000;vacuum;0.099749;186704
1662381954;1662381965;raidz2;no-fpw;50;init;11.594968;644020656
1662381965;1662381965;raidz2;no-fpw;50;vacuum;0.027999;39192
1662385628;1662385673;raidz2;no-fpw;250;init;45.513647;3219940672
1662385673;1662385673;raidz2;no-fpw;250;vacuum;0.071598;69528
1662390296;1662390543;raidz2;no-fpw;1000;init;246.884969;12879641280
1662390543;1662390543;raidz2;no-fpw;1000;vacuum;0.082819;176816
1662395168;1662395177;raidz2;no-fpw-tuned;50;init;9.366746;644020656
1662395177;1662395177;raidz2;no-fpw-tuned;50;vacuum;0.029399;39192
1662398839;1662398883;raidz2;no-fpw-tuned;250;init;44.010110;3219940640
1662398883;1662398883;raidz2;no-fpw-tuned;250;vacuum;0.073725;71176
1662403506;1662403725;raidz2;no-fpw-tuned;1000;init;218.986171;12879641048
1662403725;1662403725;raidz2;no-fpw-tuned;1000;vacuum;0.087566;174152
1662408350;1662408363;raidz3;default;50;init;12.785496;644061736
1662408363;1662408363;raidz3;default;50;vacuum;0.028704;62768
1662412026;1662412078;raidz3;default;250;init;52.226122;3220063864
1662412078;1662412078;raidz3;default;250;vacuum;0.102486;78912
1662416701;1662416953;raidz3;default;1000;init;252.562064;12880076696
1662416953;1662416954;raidz3;default;1000;vacuum;0.129656;186104
1662421579;1662421592;raidz3;no-fpw;50;init;13.008937;644020656
1662421592;1662421592;raidz3;no-fpw;50;vacuum;0.029325;39192
1662425254;1662425307;raidz3;no-fpw;250;init;52.401743;3219940680
1662425307;1662425307;raidz3;no-fpw;250;vacuum;0.092402;68392
1662429929;1662430202;raidz3;no-fpw;1000;init;272.941026;12879641368
1662430202;1662430202;raidz3;no-fpw;1000;vacuum;0.097186;177680
1662434827;1662434838;raidz3;no-fpw-tuned;50;init;10.813980;644020656
1662434838;1662434838;raidz3;no-fpw-tuned;50;vacuum;0.031039;39192
1662438501;1662438552;raidz3;no-fpw-tuned;250;init;50.833824;3219940736
1662438552;1662438552;raidz3;no-fpw-tuned;250;vacuum;0.099745;69984
1662443174;1662443412;raidz3;no-fpw-tuned;1000;init;237.557701;12879641112
1662443412;1662443412;raidz3;no-fpw-tuned;1000;vacuum;0.146583;179456
