run|epoch|ts|datid|datname|numbackends|xact_commit|xact_rollback|blks_read|blks_hit|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|stats_reset
1|1662646985.855908|2022-09-08 16:23:05.855908+02|16434|test|1|318|0|3307105|125713|100050742|4509|100011094|4|0|0|2|2004107264|0|||0|0|141551.388|141410.427|107.414|15|0|0|0|
1|1662646986.869087|2022-09-08 16:23:06.869087+02|16434|test|17|16592|0|3338278|177932|100069162|21898|100011094|4|0|0|2|2004107264|0|||0|0|146590.049|145064.86|107.414|35|0|0|0|
2|1662646987.885183|2022-09-08 16:23:07.885183+02|16434|test|17|109421|0|3506206|475673|100162644|115367|100011094|4|0|0|2|2004107264|0|||0|0|173603.598|164877.038|107.414|37|0|0|0|
3|1662646988.896890|2022-09-08 16:23:08.89689+02|16434|test|17|166987|0|3605909|664235|100220420|173141|100011094|4|0|0|2|2004107264|0|||0|0|189611.197|176480.971|107.414|39|0|0|0|
4|1662646989.909266|2022-09-08 16:23:09.909266+02|16434|test|17|225840|0|3707848|856996|100279483|232202|100011094|4|0|0|2|2004107264|0|||0|0|205619.183|187948.075|107.414|41|0|0|0|
5|1662646990.920399|2022-09-08 16:23:10.920399+02|16434|test|17|283903|0|3808369|1047225|100337756|290473|100011094|4|0|0|2|2004107264|0|||0|0|221627.694|199413.572|107.414|43|0|0|0|
6|1662646991.930992|2022-09-08 16:23:11.930992+02|16434|test|17|340768|0|3906889|1233465|100394831|347546|100011094|4|0|0|2|2004107264|0|||0|0|237635.873|211145.473|107.414|45|0|0|0|
7|1662646992.945404|2022-09-08 16:23:12.945404+02|16434|test|17|396656|0|4003798|1416431|100450929|403642|100011094|4|0|0|2|2004107264|0|||0|0|253647.057|223101.556|107.414|47|0|0|0|
8|1662646993.956556|2022-09-08 16:23:13.956556+02|16434|test|17|451948|0|4099634|1597490|100506431|459142|100011094|4|0|0|2|2004107264|0|||0|0|269655.875|235040.277|107.414|49|0|0|0|
9|1662646994.969886|2022-09-08 16:23:14.969886+02|16434|test|17|507628|0|4196052|1779907|100562321|515030|100011094|4|0|0|2|2004107264|0|||0|0|285665.351|246919.68|107.414|51|0|0|0|
10|1662646995.984084|2022-09-08 16:23:15.984084+02|16434|test|17|563496|0|4292970|1962764|100618399|571106|100011094|4|0|0|2|2004107264|0|||0|0|301674.745|258675.861|107.414|53|0|0|0|
11|1662646996.998415|2022-09-08 16:23:16.998415+02|16434|test|17|620416|0|4391672|2149097|100675529|628234|100011094|4|0|0|2|2004107264|0|||0|0|317683.173|270204.59|107.414|55|0|0|0|
12|1662646998.011651|2022-09-08 16:23:18.011651+02|16434|test|17|678623|0|4492503|2339736|100733946|686649|100011094|4|0|0|2|2004107264|0|||0|0|333692.185|281425.419|107.414|57|0|0|0|
13|1662646999.025185|2022-09-08 16:23:19.025185+02|16434|test|17|737555|0|4594488|2532846|100793088|745789|100011094|4|0|0|2|2004107264|0|||0|0|349701.388|292566.457|107.414|59|0|0|0|
14|1662647000.039527|2022-09-08 16:23:20.039527+02|16434|test|17|796292|0|4696187|2725267|100852035|804734|100011094|4|0|0|2|2004107264|0|||0|0|365711.271|303691.94|107.414|61|0|0|0|
15|1662647001.054898|2022-09-08 16:23:21.054898+02|16434|test|17|854475|0|4797140|2915664|100910428|863125|100011094|4|0|0|2|2004107264|0|||0|0|381721.71|314942.369|107.414|63|0|0|0|
16|1662647002.065643|2022-09-08 16:23:22.065643+02|16434|test|17|912210|0|4897192|3104722|100968373|921068|100011094|4|0|0|2|2004107264|0|||0|0|397730.048|326301.136|107.414|65|0|0|0|
17|1662647003.077903|2022-09-08 16:23:23.077903+02|16434|test|17|968949|0|4995492|3290552|101025322|978015|100011094|4|0|0|2|2004107264|0|||0|0|413738.832|337870.854|107.414|67|0|0|0|
18|1662647004.090942|2022-09-08 16:23:24.090942+02|16434|test|17|1024952|0|5092711|3473783|101081535|1034226|100011094|4|0|0|2|2004107264|0|||0|0|429748.574|349643.124|107.414|69|0|0|0|
19|1662647005.103508|2022-09-08 16:23:25.103508+02|16434|test|17|1080530|0|5189103|3655716|101137323|1090012|100011094|4|0|0|2|2004107264|0|||0|0|445756.472|361515.527|107.414|71|0|0|0|
20|1662647006.115777|2022-09-08 16:23:26.115777+02|16434|test|17|1136022|0|5285203|3837511|101193025|1145712|100011094|4|0|0|2|2004107264|0|||0|0|461764.971|373422.497|107.414|73|0|0|0|
21|1662647007.128959|2022-09-08 16:23:27.128959+02|16434|test|17|1191745|0|5381811|4019953|101248958|1201643|100011094|4|0|0|2|2004107264|0|||0|0|477773.066|385303.274|107.414|75|0|0|0|
22|1662647008.142201|2022-09-08 16:23:28.142201+02|16434|test|17|1247756|0|5478748|4203506|101305179|1257862|100011094|4|0|0|2|2004107264|0|||0|0|493780.52|397125.42|107.414|77|0|0|0|
23|1662647009.154429|2022-09-08 16:23:29.154429+02|16434|test|17|1304065|0|5576331|4387903|101361698|1314379|100011094|4|0|0|2|2004107264|0|||0|0|509789.633|408881.28|107.414|79|0|0|0|
24|1662647010.168855|2022-09-08 16:23:30.168855+02|16434|test|17|1359278|0|5672224|4568510|101417121|1369800|100011094|4|0|0|2|2004107264|0|||0|0|525800.244|420714.818|107.414|81|0|0|0|
25|1662647011.182356|2022-09-08 16:23:31.182356+02|16434|test|17|1415988|0|5770330|4754389|101474041|1426718|100011094|4|0|0|2|2004107264|0|||0|0|541809.245|432391.389|107.414|83|0|0|0|
26|1662647012.195042|2022-09-08 16:23:32.195042+02|16434|test|17|1473030|0|5869344|4941020|101531293|1483968|100011094|4|0|0|2|2004107264|0|||0|0|557818.704|443985.702|107.414|85|0|0|0|
27|1662647013.206916|2022-09-08 16:23:33.206916+02|16434|test|17|1529753|0|5967550|5126864|101588226|1540899|100011094|4|0|0|2|2004107264|0|||0|0|573827.145|455660.593|107.414|87|0|0|0|
28|1662647014.217625|2022-09-08 16:23:34.217625+02|16434|test|17|1586489|0|6065752|5312777|101645172|1597843|100011094|4|0|0|2|2004107264|0|||0|0|589834.849|467358.993|107.414|89|0|0|0|
29|1662647015.229273|2022-09-08 16:23:35.229273+02|16434|test|17|1642760|0|6163233|5497086|101701653|1654322|100011094|4|0|0|2|2004107264|0|||0|0|605844.98|479119.035|107.414|91|0|0|0|
30|1662647016.239723|2022-09-08 16:23:36.239723+02|16434|test|17|1699196|0|6260915|5682019|101758299|1710966|100011094|4|0|0|2|2004107264|0|||0|0|621853.004|490909.205|107.414|93|0|0|0|
31|1662647017.255182|2022-09-08 16:23:37.255182+02|16434|test|17|1755188|0|6357731|5865598|101814501|1767166|100011094|4|0|0|2|2004107264|0|||0|0|637864.45|502807.359|107.414|95|0|0|0|
32|1662647018.265695|2022-09-08 16:23:38.265695+02|16434|test|17|1811296|0|6455038|6049266|101870819|1823482|100011094|4|0|0|2|2004107264|0|||0|0|653872.856|514658.375|107.414|97|0|0|0|
