run|epoch|ts|lsn|checkpoints_timed|checkpoints_req|checkpoint_write_time|checkpoint_sync_time|buffers_checkpoint|buffers_clean|maxwritten_clean|buffers_backend|buffers_backend_fsync|buffers_alloc|stats_reset
1|1662799968.571527|2022-09-10 10:52:48.571527+02|F/E000|1|0|0|0|2424|0|0|16393996|0|6484|2022-09-10 10:33:45.042754+02
1|1662799969.582039|2022-09-10 10:52:49.582039+02|F/FD68|1|0|0|0|2434|0|0|16393996|0|29003|2022-09-10 10:33:45.042754+02
2|1662799970.595465|2022-09-10 10:52:50.595465+02|F/FD68|1|0|0|0|2444|0|0|16393996|0|61509|2022-09-10 10:33:45.042754+02
3|1662799971.614391|2022-09-10 10:52:51.614391+02|F/FD68|1|0|0|0|2454|0|0|16393996|0|96900|2022-09-10 10:33:45.042754+02
4|1662799972.628375|2022-09-10 10:52:52.628375+02|F/FD68|1|0|0|0|2463|100|1|16394408|0|131492|2022-09-10 10:33:45.042754+02
5|1662799973.644683|2022-09-10 10:52:53.644683+02|F/FD68|1|0|0|0|2463|100|1|16394411|0|168124|2022-09-10 10:33:45.042754+02
6|1662799974.661958|2022-09-10 10:52:54.661958+02|F/FD68|1|0|0|0|2463|100|1|16394411|0|203966|2022-09-10 10:33:45.042754+02
7|1662799975.675956|2022-09-10 10:52:55.675956+02|F/FD68|1|0|0|0|2463|111|1|16394411|0|241215|2022-09-10 10:33:45.042754+02
8|1662799976.692724|2022-09-10 10:52:56.692724+02|F/FD68|1|0|0|0|2463|118|1|16394416|0|279766|2022-09-10 10:33:45.042754+02
9|1662799977.710214|2022-09-10 10:52:57.710214+02|F/FD68|1|0|0|0|2463|118|1|16394416|0|317208|2022-09-10 10:33:45.042754+02
10|1662799978.723617|2022-09-10 10:52:58.723617+02|F/FD68|1|0|0|0|2463|124|1|16394416|0|362755|2022-09-10 10:33:45.042754+02
11|1662799979.739855|2022-09-10 10:52:59.739855+02|F/FD68|1|0|0|0|2463|224|2|16394898|0|401035|2022-09-10 10:33:45.042754+02
12|1662799980.755739|2022-09-10 10:53:00.755739+02|F/FD68|1|0|0|0|2463|224|2|16394898|0|439951|2022-09-10 10:33:45.042754+02
13|1662799981.775880|2022-09-10 10:53:01.77588+02|F/FD68|1|0|0|0|2463|224|2|16394898|0|477386|2022-09-10 10:33:45.042754+02
14|1662799982.795568|2022-09-10 10:53:02.795568+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|515489|2022-09-10 10:33:45.042754+02
15|1662799983.815553|2022-09-10 10:53:03.815553+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|553410|2022-09-10 10:33:45.042754+02
16|1662799984.869626|2022-09-10 10:53:04.869626+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|591901|2022-09-10 10:33:45.042754+02
17|1662799985.893638|2022-09-10 10:53:05.893638+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|630747|2022-09-10 10:33:45.042754+02
18|1662799986.924233|2022-09-10 10:53:06.924233+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|668597|2022-09-10 10:33:45.042754+02
19|1662799987.942212|2022-09-10 10:53:07.942212+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|705878|2022-09-10 10:33:45.042754+02
20|1662799988.959870|2022-09-10 10:53:08.95987+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|751065|2022-09-10 10:33:45.042754+02
21|1662799989.983175|2022-09-10 10:53:09.983175+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|790572|2022-09-10 10:33:45.042754+02
22|1662799991.003699|2022-09-10 10:53:11.003699+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|828957|2022-09-10 10:33:45.042754+02
23|1662799992.026213|2022-09-10 10:53:12.026213+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|868052|2022-09-10 10:33:45.042754+02
24|1662799993.041559|2022-09-10 10:53:13.041559+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|907569|2022-09-10 10:33:45.042754+02
25|1662799994.057230|2022-09-10 10:53:14.05723+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|945814|2022-09-10 10:33:45.042754+02
26|1662799995.069157|2022-09-10 10:53:15.069157+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|986046|2022-09-10 10:33:45.042754+02
27|1662799996.086219|2022-09-10 10:53:16.086219+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1025203|2022-09-10 10:33:45.042754+02
28|1662799997.100594|2022-09-10 10:53:17.100594+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1064462|2022-09-10 10:33:45.042754+02
29|1662799998.121841|2022-09-10 10:53:18.121841+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1104407|2022-09-10 10:33:45.042754+02
30|1662799999.148419|2022-09-10 10:53:19.148419+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1143942|2022-09-10 10:33:45.042754+02
31|1662800000.166095|2022-09-10 10:53:20.166095+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1182761|2022-09-10 10:33:45.042754+02
32|1662800001.193453|2022-09-10 10:53:21.193453+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1231474|2022-09-10 10:33:45.042754+02
33|1662800002.218547|2022-09-10 10:53:22.218547+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1271810|2022-09-10 10:33:45.042754+02
34|1662800003.267289|2022-09-10 10:53:23.267289+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1312884|2022-09-10 10:33:45.042754+02
35|1662800004.302635|2022-09-10 10:53:24.302635+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1352766|2022-09-10 10:33:45.042754+02
36|1662800005.400101|2022-09-10 10:53:25.400101+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1402038|2022-09-10 10:33:45.042754+02
37|1662800006.449739|2022-09-10 10:53:26.449739+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1442724|2022-09-10 10:33:45.042754+02
38|1662800007.477509|2022-09-10 10:53:27.477509+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1483436|2022-09-10 10:33:45.042754+02
39|1662800008.525321|2022-09-10 10:53:28.525321+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1524631|2022-09-10 10:33:45.042754+02
40|1662800009.583589|2022-09-10 10:53:29.583589+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1565131|2022-09-10 10:33:45.042754+02
41|1662800010.622264|2022-09-10 10:53:30.622264+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1614162|2022-09-10 10:33:45.042754+02
42|1662800011.661692|2022-09-10 10:53:31.661692+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1654987|2022-09-10 10:33:45.042754+02
43|1662800012.709870|2022-09-10 10:53:32.70987+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1695725|2022-09-10 10:33:45.042754+02
44|1662800013.750254|2022-09-10 10:53:33.750254+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1736922|2022-09-10 10:33:45.042754+02
45|1662800014.786953|2022-09-10 10:53:34.786953+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1778132|2022-09-10 10:33:45.042754+02
46|1662800015.818574|2022-09-10 10:53:35.818574+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1819618|2022-09-10 10:33:45.042754+02
47|1662800016.848361|2022-09-10 10:53:36.848361+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1868797|2022-09-10 10:33:45.042754+02
48|1662800017.900070|2022-09-10 10:53:37.90007+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1910893|2022-09-10 10:33:45.042754+02
49|1662800018.924443|2022-09-10 10:53:38.924443+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1952481|2022-09-10 10:33:45.042754+02
50|1662800019.957043|2022-09-10 10:53:39.957043+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|1993565|2022-09-10 10:33:45.042754+02
51|1662800021.018685|2022-09-10 10:53:41.018685+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2035018|2022-09-10 10:33:45.042754+02
52|1662800022.081754|2022-09-10 10:53:42.081754+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2084462|2022-09-10 10:33:45.042754+02
53|1662800023.105116|2022-09-10 10:53:43.105116+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2126790|2022-09-10 10:33:45.042754+02
54|1662800024.132491|2022-09-10 10:53:44.132491+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2168400|2022-09-10 10:33:45.042754+02
55|1662800025.182812|2022-09-10 10:53:45.182812+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2210420|2022-09-10 10:33:45.042754+02
56|1662800026.238791|2022-09-10 10:53:46.238791+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2252384|2022-09-10 10:33:45.042754+02
57|1662800027.344493|2022-09-10 10:53:47.344493+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2302649|2022-09-10 10:33:45.042754+02
58|1662800028.409567|2022-09-10 10:53:48.409567+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2345785|2022-09-10 10:33:45.042754+02
59|1662800029.469403|2022-09-10 10:53:49.469403+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2395132|2022-09-10 10:33:45.042754+02
60|1662800030.526003|2022-09-10 10:53:50.526003+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2437895|2022-09-10 10:33:45.042754+02
61|1662800031.609075|2022-09-10 10:53:51.609075+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2479757|2022-09-10 10:33:45.042754+02
62|1662800032.650548|2022-09-10 10:53:52.650548+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2521774|2022-09-10 10:33:45.042754+02
63|1662800033.686110|2022-09-10 10:53:53.68611+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2572938|2022-09-10 10:33:45.042754+02
64|1662800034.763730|2022-09-10 10:53:54.76373+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2615221|2022-09-10 10:33:45.042754+02
65|1662800035.803074|2022-09-10 10:53:55.803074+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2657579|2022-09-10 10:33:45.042754+02
66|1662800036.899634|2022-09-10 10:53:56.899634+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2709244|2022-09-10 10:33:45.042754+02
67|1662800037.946671|2022-09-10 10:53:57.946671+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2751094|2022-09-10 10:33:45.042754+02
68|1662800038.994396|2022-09-10 10:53:58.994396+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2793008|2022-09-10 10:33:45.042754+02
69|1662800040.026799|2022-09-10 10:54:00.026799+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2835463|2022-09-10 10:33:45.042754+02
70|1662800041.085555|2022-09-10 10:54:01.085555+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2877671|2022-09-10 10:33:45.042754+02
71|1662800042.164228|2022-09-10 10:54:02.164228+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2929302|2022-09-10 10:33:45.042754+02
72|1662800043.238156|2022-09-10 10:54:03.238156+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|2971723|2022-09-10 10:33:45.042754+02
73|1662800044.308367|2022-09-10 10:54:04.308367+02|F/FDA0|1|0|0|0|2463|224|2|16394898|0|3014695|2022-09-10 10:33:45.042754+02
