run|epoch|ts|lsn|checkpoints_timed|checkpoints_req|checkpoint_write_time|checkpoint_sync_time|buffers_checkpoint|buffers_clean|maxwritten_clean|buffers_backend|buffers_backend_fsync|buffers_alloc|stats_reset
1|1662342414.441475|2022-09-05 03:46:54.441475+02|0/27EBBD88|0|1|40|606|2966|0|0|161945|0|3951|2022-09-05 03:46:42.30797+02
1|1662342415.451570|2022-09-05 03:46:55.45157+02|0/283E2A30|0|1|40|606|2966|0|0|161945|0|24799|2022-09-05 03:46:42.30797+02
2|1662342416.462538|2022-09-05 03:46:56.462538+02|0/2891E830|0|1|40|606|2966|0|0|161945|0|39223|2022-09-05 03:46:42.30797+02
3|1662342417.476328|2022-09-05 03:46:57.476328+02|0/28E4C370|0|1|40|606|2966|0|0|161945|0|50146|2022-09-05 03:46:42.30797+02
4|1662342418.488362|2022-09-05 03:46:58.488362+02|0/293471D0|0|1|40|606|2966|0|0|161945|0|58722|2022-09-05 03:46:42.30797+02
5|1662342419.500272|2022-09-05 03:46:59.500272+02|0/297DDED8|0|1|40|606|2966|0|0|161945|0|65457|2022-09-05 03:46:42.30797+02
6|1662342420.512054|2022-09-05 03:47:00.512054+02|0/29CADDA0|0|1|40|606|2966|0|0|161945|0|71455|2022-09-05 03:46:42.30797+02
7|1662342421.523964|2022-09-05 03:47:01.523964+02|0/2A155EC0|0|1|40|606|2966|0|0|161945|0|76451|2022-09-05 03:46:42.30797+02
8|1662342422.535299|2022-09-05 03:47:02.535299+02|0/2A5E34A0|0|1|40|606|2966|0|0|161945|0|80769|2022-09-05 03:46:42.30797+02
9|1662342423.546479|2022-09-05 03:47:03.546479+02|0/2AA64408|0|1|40|606|2966|0|0|161945|0|84158|2022-09-05 03:46:42.30797+02
10|1662342424.557186|2022-09-05 03:47:04.557186+02|0/2AE8ED80|0|1|40|606|2966|0|0|161945|0|86958|2022-09-05 03:46:42.30797+02
11|1662342425.570511|2022-09-05 03:47:05.570511+02|0/2B2F68C0|0|1|40|606|2966|0|0|161945|0|89393|2022-09-05 03:46:42.30797+02
12|1662342426.583296|2022-09-05 03:47:06.583296+02|0/2B73BF10|0|1|40|606|2966|0|0|161945|0|91350|2022-09-05 03:46:42.30797+02
13|1662342427.596703|2022-09-05 03:47:07.596703+02|0/2BB7DF80|0|1|40|606|2966|0|0|161945|0|93102|2022-09-05 03:46:42.30797+02
14|1662342428.608462|2022-09-05 03:47:08.608462+02|0/2BFC32A8|0|1|40|606|2966|0|0|161945|0|94446|2022-09-05 03:46:42.30797+02
15|1662342429.621245|2022-09-05 03:47:09.621245+02|0/2C3C5688|0|1|40|606|2966|0|0|161945|0|95578|2022-09-05 03:46:42.30797+02
16|1662342430.631874|2022-09-05 03:47:10.631874+02|0/2C8052B8|0|1|40|606|2966|0|0|161945|0|96486|2022-09-05 03:46:42.30797+02
17|1662342431.645187|2022-09-05 03:47:11.645187+02|0/2CC4FB30|0|1|40|606|2966|0|0|161945|0|97332|2022-09-05 03:46:42.30797+02
18|1662342432.656120|2022-09-05 03:47:12.65612+02|0/2D0AD6B0|0|1|40|606|2966|0|0|161945|0|98077|2022-09-05 03:46:42.30797+02
19|1662342433.669900|2022-09-05 03:47:13.6699+02|0/2D5082F8|0|1|40|606|2966|0|0|161945|0|98795|2022-09-05 03:46:42.30797+02
20|1662342434.685055|2022-09-05 03:47:14.685055+02|0/2D9277A0|0|1|40|606|2966|0|0|161945|0|99290|2022-09-05 03:46:42.30797+02
21|1662342435.698238|2022-09-05 03:47:15.698238+02|0/2DD6CFF8|0|1|40|606|2966|0|0|161945|0|99727|2022-09-05 03:46:42.30797+02
22|1662342436.708359|2022-09-05 03:47:16.708359+02|0/2E1AA280|0|1|40|606|2966|0|0|161945|0|100058|2022-09-05 03:46:42.30797+02
23|1662342437.718734|2022-09-05 03:47:17.718734+02|0/2E5CC0E0|0|1|40|606|2966|0|0|161945|0|100418|2022-09-05 03:46:42.30797+02
24|1662342438.731178|2022-09-05 03:47:18.731178+02|0/2E9F48A8|0|1|40|606|2966|0|0|161945|0|100760|2022-09-05 03:46:42.30797+02
25|1662342439.743438|2022-09-05 03:47:19.743438+02|0/2EDDDAA0|0|1|40|606|2966|0|0|161945|0|100870|2022-09-05 03:46:42.30797+02
26|1662342440.754873|2022-09-05 03:47:20.754873+02|0/2F2087D0|0|1|40|606|2966|0|0|161945|0|101072|2022-09-05 03:46:42.30797+02
27|1662342441.765346|2022-09-05 03:47:21.765346+02|0/2F629110|0|1|40|606|2966|0|0|161945|0|101260|2022-09-05 03:46:42.30797+02
28|1662342442.777954|2022-09-05 03:47:22.777954+02|0/2FA48218|0|1|40|606|2966|0|0|161945|0|101492|2022-09-05 03:46:42.30797+02
29|1662342443.790427|2022-09-05 03:47:23.790427+02|0/2FE78890|0|1|40|606|2966|0|0|161945|0|101587|2022-09-05 03:46:42.30797+02
30|1662342444.804929|2022-09-05 03:47:24.804929+02|0/302734B8|0|1|40|606|2966|0|0|161945|0|101739|2022-09-05 03:46:42.30797+02
31|1662342445.815248|2022-09-05 03:47:25.815248+02|0/3069F1F8|0|1|40|606|2966|0|0|161945|0|101883|2022-09-05 03:46:42.30797+02
