1662542438;1662546039;0;default;xfs;50;rw;20241.043972;3601.270818;21939283512
1662546130;1662547032;0;default;xfs;250;ro;97265.287207;901.438746;5904
1662547092;1662550693;0;default;xfs;250;rw;16880.923767;3601.089501;30654276544
1662550881;1662551782;0;default;xfs;1000;ro;56719.938749;900.872651;4104
1662551842;1662555442;0;default;xfs;1000;rw;7649.905238;3600.588866;62155730032
1662555531;1662559132;0;default;ext4;50;rw;20776.973500;3601.291547;22367339600
1662559226;1662560127;0;default;ext4;250;ro;101023.506247;901.492852;5272
1662560187;1662563789;0;default;ext4;250;rw;17334.574126;3601.132085;31196126008
1662563986;1662564887;0;default;ext4;1000;ro;57809.073738;900.880772;1384
1662564947;1662568548;0;default;ext4;1000;rw;7707.131103;3600.591290;62250270776
