run|epoch|ts|datid|datname|numbackends|xact_commit|xact_rollback|blks_read|blks_hit|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|stats_reset
1|1662960062.388556|2022-09-12 07:21:02.388556+02|16384|test|1|31329342|0|77407822|96628270|531651878|31520652|500055094|4|0|0|10|10020478976|0|||0|0|16044368.253|14318079.129|511.725|1815|0|0|0|
1|1662960063.397035|2022-09-12 07:21:03.397035+02|16384|test|17|31329367|0|77407867|96629905|531657848|31521597|500055094|4|0|0|10|10020478976|0|||0|0|16044401.419|14318089.155|511.725|1835|0|0|0|
2|1662960064.406988|2022-09-12 07:21:04.406988+02|16384|test|17|31332819|0|77414836|96697100|531669112|31529476|500058462|3372|0|0|10|10020478976|0|||0|0|16060436.195|14333427.144|837.087|1837|0|0|0|
3|1662960065.417429|2022-09-12 07:21:05.417429+02|16384|test|17|31338939|0|77426834|96815531|531689004|31542377|500064579|9483|0|0|10|10020478976|0|||0|0|16090521.961|14362359.048|1424.788|1839|0|0|0|
4|1662960066.427046|2022-09-12 07:21:06.427046+02|16384|test|17|31342456|0|77433745|96883456|531699790|31549651|500068092|12996|0|0|10|10020478976|0|||0|0|16108575.758|14379772.754|1753.092|1841|0|0|0|
5|1662960067.437412|2022-09-12 07:21:07.437412+02|16384|test|17|31345603|0|77439929|96944206|531709430|31556149|500071235|16139|0|0|10|10020478976|0|||0|0|16124616.254|14395264.18|2033.646|1843|0|0|0|
6|1662960068.446632|2022-09-12 07:21:08.446632+02|16384|test|17|31348687|0|77446019|97003717|531718875|31562521|500074315|19219|0|0|10|10020478976|0|||0|0|16140668.609|14410758.723|2319.399|1845|0|0|0|
7|1662960069.455742|2022-09-12 07:21:09.455742+02|16384|test|17|31351924|0|77452353|97065947|531728782|31569199|500077548|22452|0|0|10|10020478976|0|||0|0|16156714.91|14426190.998|2636.71|1847|0|0|0|
8|1662960070.465046|2022-09-12 07:21:10.465046+02|16384|test|17|31355341|0|77459083|97131885|531739224|31576237|500080961|25865|0|0|10|10020478976|0|||0|0|16172742.189|14441564.352|2977.777|1849|0|0|0|
9|1662960071.474281|2022-09-12 07:21:11.474281+02|16384|test|17|31358459|0|77465204|97191897|531748771|31582677|500084075|28979|0|0|10|10020478976|0|||0|0|16188795.37|14457035.277|3280.996|1851|0|0|0|
10|1662960072.483491|2022-09-12 07:21:12.483491+02|16384|test|17|31361470|0|77471122|97249891|531757995|31588903|500087082|31986|0|0|10|10020478976|0|||0|0|16204846.665|14472545.157|3569.348|1853|0|0|0|
11|1662960073.492980|2022-09-12 07:21:13.49298+02|16384|test|17|31364683|0|77477423|97311605|531767818|31595533|500090291|35195|0|0|10|10020478976|0|||0|0|16220885.073|14487999.942|3873.159|1855|0|0|0|
12|1662960074.503036|2022-09-12 07:21:14.503036+02|16384|test|17|31368028|0|77484009|97375814|531778033|31602427|500093632|38536|0|0|10|10020478976|0|||0|0|16236932.296|14503419.436|4204.375|1857|0|0|0|
13|1662960075.515035|2022-09-12 07:21:15.515035+02|16384|test|17|31371361|0|77490608|97439853|531788218|31609297|500096961|41865|0|0|10|10020478976|0|||0|0|16252973.363|14518884.368|4508.214|1859|0|0|0|
14|1662960076.524999|2022-09-12 07:21:16.524999+02|16384|test|17|31374618|0|77496984|97502063|531798172|31616015|500100010|45118|0|0|10|10020478976|0|||0|0|16269067.714|14534400.104|4809.192|1861|0|0|0|
15|1662960077.534671|2022-09-12 07:21:17.534671+02|16384|test|17|31377721|0|77503056|97561745|531807660|31622425|500103313|48217|0|0|10|10020478976|0|||0|0|16285110.503|14549869.998|5109.961|1863|0|0|0|
16|1662960078.544324|2022-09-12 07:21:18.544324+02|16384|test|17|31380998|0|77509533|97624693|531817673|31629183|500106586|51490|0|0|10|10020478976|0|||0|0|16301139.578|14565294.293|5429.893|1865|0|0|0|
