run|epoch|ts|lsn|checkpoints_timed|checkpoints_req|checkpoint_write_time|checkpoint_sync_time|buffers_checkpoint|buffers_clean|maxwritten_clean|buffers_backend|buffers_backend_fsync|buffers_alloc|stats_reset
1|1662734998.932193|2022-09-09 16:49:58.932193+02|10/B0C2C000|4|2|2495284|666|303581|1435833|13939|4264107|0|1550920|2022-09-09 15:47:58.216839+02
1|1662734999.948137|2022-09-09 16:49:59.948137+02|10/B0C2CB60|4|2|2495284|666|303581|1436068|13941|4264107|0|1837385|2022-09-09 15:47:58.216839+02
2|1662735000.971663|2022-09-09 16:50:00.971663+02|10/B0C2CB60|4|2|2495284|666|303581|1436155|13941|4264107|0|2110166|2022-09-09 15:47:58.216839+02
3|1662735001.995617|2022-09-09 16:50:01.995617+02|10/B0C2CB60|4|2|2495284|666|303581|1436155|13941|4264107|0|2414651|2022-09-09 15:47:58.216839+02
4|1662735003.019505|2022-09-09 16:50:03.019505+02|10/B0C2CB60|4|2|2495284|666|303581|1436155|13941|4264107|0|2731778|2022-09-09 15:47:58.216839+02
5|1662735004.043182|2022-09-09 16:50:04.043182+02|10/B0C2CB60|4|2|2495284|666|303581|1436155|13941|4264107|0|3050583|2022-09-09 15:47:58.216839+02
6|1662735005.067462|2022-09-09 16:50:05.067462+02|10/B0C2CB60|4|2|2495284|666|303581|1436155|13941|4264107|0|3372152|2022-09-09 15:47:58.216839+02
7|1662735006.091680|2022-09-09 16:50:06.09168+02|10/B0C2CB60|4|2|2495284|666|303581|1436155|13941|4264107|0|3694735|2022-09-09 15:47:58.216839+02
8|1662735007.116859|2022-09-09 16:50:07.116859+02|10/B0C2CB60|4|2|2495284|666|303581|1436155|13941|4264107|0|4018171|2022-09-09 15:47:58.216839+02
9|1662735008.142358|2022-09-09 16:50:08.142358+02|10/B0C2CB60|4|2|2495284|666|303581|1436155|13941|4264107|0|4342072|2022-09-09 15:47:58.216839+02
10|1662735009.167322|2022-09-09 16:50:09.167322+02|10/B0C2CB60|4|2|2495284|666|303581|1436155|13941|4264107|0|4666167|2022-09-09 15:47:58.216839+02
11|1662735010.191740|2022-09-09 16:50:10.19174+02|10/B0C2CB98|4|2|2495284|666|303581|1436155|13941|4264107|0|4988904|2022-09-09 15:47:58.216839+02
