run|epoch|ts|datid|datname|numbackends|xact_commit|xact_rollback|blks_read|blks_hit|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|stats_reset
1|1662346119.774076|2022-09-05 04:48:39.774076+02|16411|test|1|314|0|847601|41539|25040714|4481|25002844|4|0|0|1|501030912|0|||0|0|43726.498|43668.058|25.346|15|0|0|0|
1|1662346120.841734|2022-09-05 04:48:40.841734+02|16411|test|17|53130|0|933979|169574|25095369|58844|25002844|4|0|0|1|501030912|0|||0|0|59789.695|49965.964|25.346|35|0|0|0|
2|1662346121.960663|2022-09-05 04:48:41.960663+02|16411|test|17|112009|0|1001488|338020|25154458|117931|25002844|4|0|0|1|501030912|0|||0|0|75834.884|56016.485|25.346|37|0|0|0|
3|1662346123.006026|2022-09-05 04:48:43.006026+02|16411|test|17|174328|0|1066994|522229|25216987|180458|25002844|4|0|0|1|501030912|0|||0|0|91857.418|61415.846|25.346|39|0|0|0|
4|1662346124.120226|2022-09-05 04:48:44.120226+02|16411|test|17|236864|0|1132693|707113|25279733|243202|25002844|4|0|0|1|501030912|0|||0|0|107884.456|66973.26|25.346|41|0|0|0|
5|1662346125.222278|2022-09-05 04:48:45.222278+02|16411|test|17|290967|0|1189065|867592|25334046|297513|25002844|4|0|0|1|501030912|0|||0|0|123918.035|71963.582|25.346|43|0|0|0|
6|1662346126.289075|2022-09-05 04:48:46.289075+02|16411|test|17|352363|0|1252676|1050004|25395652|359117|25002844|4|0|0|1|501030912|0|||0|0|139944.645|76885.729|25.346|45|0|0|0|
7|1662346127.372370|2022-09-05 04:48:47.37237+02|16411|test|17|417442|0|1320468|1242967|25460941|424404|25002844|4|0|0|1|501030912|0|||0|0|155995.086|81900.669|25.346|47|0|0|0|
8|1662346128.503067|2022-09-05 04:48:48.503067+02|16411|test|17|484245|0|1389773|1441313|25527954|491415|25002844|4|0|0|1|501030912|0|||0|0|172038.233|86488.013|25.346|49|0|0|0|
9|1662346129.668660|2022-09-05 04:48:49.66866+02|16411|test|17|550721|0|1458816|1638613|25594640|558099|25002844|4|0|0|1|501030912|0|||0|0|188071.799|91428.464|25.346|51|0|0|0|
10|1662346130.806478|2022-09-05 04:48:50.806478+02|16411|test|17|685118|0|1598710|2036746|25729247|692704|25002844|4|0|0|1|501030912|0|||0|0|220137.684|100813.304|25.346|53|0|0|0|
