1662706514;1662710115;raid10;default;50;rw;18776.724232;3601.190805;20619041200
1662710221;1662711122;raid10;default;250;ro;70746.729688;901.039558;2800
1662711182;1662714783;raid10;default;250;rw;12348.103726;3600.864219;26945986096
1662715064;1662715964;raid10;default;1000;ro;42825.405006;900.696214;8240
1662716024;1662719625;raid10;default;1000;rw;3875.406791;3600.345214;54109978832
1662719700;1662723301;raid10;no-fpw;50;rw;18731.469316;3601.199610;17482388288
1662723409;1662724310;raid10;no-fpw;250;ro;71258.272880;901.055912;5984
1662724370;1662727971;raid10;no-fpw;250;rw;12233.870239;3600.851340;11649586864
1662728275;1662729176;raid10;no-fpw;1000;ro;42619.176920;900.671291;1536
1662729236;1662732837;raid10;no-fpw;1000;rw;4430.092326;3600.380430;4412860920
1662732910;1662736511;raid10;no-fpw-tuned;50;rw;18790.069492;3601.202925;17534805712
1662736617;1662737519;raid10;no-fpw-tuned;250;ro;71381.087531;901.069184;2976
1662737579;1662741179;raid10;no-fpw-tuned;250;rw;12381.466815;3600.864642;11790301120
1662741466;1662742366;raid10;no-fpw-tuned;1000;ro;42811.765152;900.692790;3592
1662742427;1662746027;raid10;no-fpw-tuned;1000;rw;4411.985784;3600.384715;4395674264
