1662706503;1662706513;raid10;default;50;init;10.345895;644061736
1662706513;1662706514;raid10;default;50;vacuum;0.029054;62768
1662710176;1662710221;raid10;default;250;init;45.157341;3220063792
1662710221;1662710221;raid10;default;250;vacuum;0.042004;81888
1662714844;1662715064;raid10;default;1000;init;219.852577;12880076584
1662715064;1662715064;raid10;default;1000;vacuum;0.047496;180848
1662719689;1662719700;raid10;no-fpw;50;init;11.028897;644020656
1662719700;1662719700;raid10;no-fpw;50;vacuum;0.027604;39192
1662723362;1662723409;raid10;no-fpw;250;init;46.679276;3219940520
1662723409;1662723409;raid10;no-fpw;250;vacuum;0.035101;70488
1662728031;1662728275;raid10;no-fpw;1000;init;243.887698;12879641288
1662728275;1662728275;raid10;no-fpw;1000;vacuum;0.091975;179312
1662732901;1662732910;raid10;no-fpw-tuned;50;init;9.292827;644020656
1662732910;1662732910;raid10;no-fpw-tuned;50;vacuum;0.028700;39192
1662736572;1662736617;raid10;no-fpw-tuned;250;init;45.423625;3219940688
1662736617;1662736617;raid10;no-fpw-tuned;250;vacuum;0.035160;73496
1662741240;1662741466;raid10;no-fpw-tuned;1000;init;225.129203;12879641152
1662741466;1662741466;raid10;no-fpw-tuned;1000;vacuum;0.104532;177256
