1662731278;1662731287;stripe;default;50;init;8.868087;644061736
1662731287;1662731287;stripe;default;50;vacuum;0.029981;62768
1662734954;1662734998;stripe;default;250;init;44.402044;3220064104
1662734998;1662734998;stripe;default;250;vacuum;0.039956;81488
1662739629;1662739803;stripe;default;1000;init;174.422794;12880076424
1662739803;1662739803;stripe;default;1000;vacuum;0.049983;187200
1662744444;1662744453;stripe;no-fpw;50;init;8.938696;644020656
1662744453;1662744453;stripe;no-fpw;50;vacuum;0.030177;39192
1662748120;1662748163;stripe;no-fpw;250;init;42.812731;3219940672
1662748163;1662748163;stripe;no-fpw;250;vacuum;0.034039;70496
1662752792;1662752970;stripe;no-fpw;1000;init;178.079318;12879640904
1662752970;1662752970;stripe;no-fpw;1000;vacuum;0.050298;175736
1662757609;1662757617;stripe;no-fpw-tuned;50;init;7.931764;644020656
1662757617;1662757617;stripe;no-fpw-tuned;50;vacuum;0.030773;39192
1662761284;1662761328;stripe;no-fpw-tuned;250;init;43.562110;3219940824
1662761328;1662761328;stripe;no-fpw-tuned;250;vacuum;0.035709;68408
1662765957;1662766133;stripe;no-fpw-tuned;1000;init;176.372342;12879641024
1662766133;1662766134;stripe;no-fpw-tuned;1000;vacuum;0.048533;178256
