run|epoch|ts|lsn|checkpoints_timed|checkpoints_req|checkpoint_write_time|checkpoint_sync_time|buffers_checkpoint|buffers_clean|maxwritten_clean|buffers_backend|buffers_backend_fsync|buffers_alloc|stats_reset
1|1662359306.939016|2022-09-05 08:28:26.939016+02|4/BCE08000|4|2|2489701|184|296864|405624|3000|1461472|0|513497|2022-09-05 07:26:33.200807+02
1|1662359307.985061|2022-09-05 08:28:27.985061+02|4/BCE08F00|4|2|2489701|184|296864|405624|3000|1461472|0|578752|2022-09-05 07:26:33.200807+02
2|1662359309.013880|2022-09-05 08:28:29.01388+02|4/BCE08F00|4|2|2489701|184|296864|405824|3002|1461472|0|652937|2022-09-05 07:26:33.200807+02
3|1662359310.036726|2022-09-05 08:28:30.036726+02|4/BCE08F38|4|2|2489701|184|296864|405924|3003|1461472|0|707099|2022-09-05 07:26:33.200807+02
4|1662359311.086529|2022-09-05 08:28:31.086529+02|4/BCE08F38|4|2|2489701|184|296864|406183|3005|1461472|0|746811|2022-09-05 07:26:33.200807+02
5|1662359312.186378|2022-09-05 08:28:32.186378+02|4/BCE08F38|4|2|2489701|184|296864|406223|3005|1461472|0|802712|2022-09-05 07:26:33.200807+02
6|1662359313.225792|2022-09-05 08:28:33.225792+02|4/BCE08F38|4|2|2489701|184|296864|406385|3006|1461472|0|861116|2022-09-05 07:26:33.200807+02
7|1662359314.245866|2022-09-05 08:28:34.245866+02|4/BCE08F38|4|2|2489701|184|296864|406385|3006|1461472|0|933666|2022-09-05 07:26:33.200807+02
8|1662359315.281368|2022-09-05 08:28:35.281368+02|4/BCE08F38|4|2|2489701|184|296864|406385|3006|1461472|0|994162|2022-09-05 07:26:33.200807+02
9|1662359316.342494|2022-09-05 08:28:36.342494+02|4/BCE08F38|4|2|2489701|184|296864|406389|3006|1461472|0|1054572|2022-09-05 07:26:33.200807+02
10|1662359317.438601|2022-09-05 08:28:37.438601+02|4/BCE08F38|4|2|2489701|184|296864|406393|3006|1461472|0|1115386|2022-09-05 07:26:33.200807+02
11|1662359318.489624|2022-09-05 08:28:38.489624+02|4/BCE08F38|4|2|2489701|184|296864|406394|3006|1461472|0|1188707|2022-09-05 07:26:33.200807+02
12|1662359319.536251|2022-09-05 08:28:39.536251+02|4/BCE08F38|4|2|2489701|184|296864|406395|3006|1461472|0|1250801|2022-09-05 07:26:33.200807+02
13|1662359320.594705|2022-09-05 08:28:40.594705+02|4/BCE08F38|4|2|2489701|184|296864|406395|3006|1461472|0|1314835|2022-09-05 07:26:33.200807+02
14|1662359321.672571|2022-09-05 08:28:41.672571+02|4/BCE08F38|4|2|2489701|184|296864|406415|3006|1461472|0|1379828|2022-09-05 07:26:33.200807+02
15|1662359322.819833|2022-09-05 08:28:42.819833+02|4/BCE08F38|4|2|2489701|184|296864|406415|3006|1461472|0|1459738|2022-09-05 07:26:33.200807+02
16|1662359323.892906|2022-09-05 08:28:43.892906+02|4/BCE08F38|4|2|2489701|184|296864|406415|3006|1461472|0|1527263|2022-09-05 07:26:33.200807+02
17|1662359325.002123|2022-09-05 08:28:45.002123+02|4/BCE08F38|4|2|2489701|184|296864|406415|3006|1461472|0|1610448|2022-09-05 07:26:33.200807+02
18|1662359326.055699|2022-09-05 08:28:46.055699+02|4/BCE08F38|4|2|2489701|184|296864|406415|3006|1461472|0|1679480|2022-09-05 07:26:33.200807+02
19|1662359327.117498|2022-09-05 08:28:47.117498+02|4/BCE08F38|4|2|2489701|184|296864|406415|3006|1461472|0|1762160|2022-09-05 07:26:33.200807+02
20|1662359328.201695|2022-09-05 08:28:48.201695+02|4/BCE08F38|4|2|2489701|184|296864|406415|3006|1461472|0|1833145|2022-09-05 07:26:33.200807+02
21|1662359329.312130|2022-09-05 08:28:49.31213+02|4/BCE08F38|4|2|2489701|184|296864|406415|3006|1461472|0|1905445|2022-09-05 07:26:33.200807+02
22|1662359330.411583|2022-09-05 08:28:50.411583+02|4/BCE08F38|4|2|2489701|184|296864|406415|3006|1461472|0|1991104|2022-09-05 07:26:33.200807+02
23|1662359331.524107|2022-09-05 08:28:51.524107+02|4/BCE08F38|4|2|2489701|184|296864|406415|3006|1461472|0|2062670|2022-09-05 07:26:33.200807+02
