1662469262;1662469269;raid0;default;50;init;7.243770;644061736
1662469269;1662469269;raid0;default;50;vacuum;0.026809;62768
1662472931;1662472967;raid0;default;250;init;35.125537;3220063824
1662472967;1662472967;raid0;default;250;vacuum;0.042384;77336
1662477594;1662477745;raid0;default;1000;init;151.168076;12880076376
1662477745;1662477745;raid0;default;1000;vacuum;0.054922;182024
1662486417;1662486431;raid1;default;50;init;13.611601;644061736
1662486431;1662486431;raid1;default;50;vacuum;0.027551;62768
1662490095;1662490158;raid1;default;250;init;63.306442;3220064072
1662490158;1662490158;raid1;default;250;vacuum;0.038971;78464
1662494785;1662495067;raid1;default;1000;init;281.931629;12880077016
1662495067;1662495067;raid1;default;1000;vacuum;0.052906;181872
1662499739;1662499748;raid10;default;50;init;8.577332;644061736
1662499748;1662499748;raid10;default;50;vacuum;0.028130;62768
1662503411;1662503455;raid10;default;250;init;44.380588;3220063816
1662503455;1662503455;raid10;default;250;vacuum;0.038672;79176
1662508082;1662508261;raid10;default;1000;init;179.327422;12880076512
1662508261;1662508261;raid10;default;1000;vacuum;0.052469;182232
1662512934;1662512942;raid5;default;50;init;7.615435;644061736
1662512942;1662512942;raid5;default;50;vacuum;0.027671;62768
1662516604;1662516643;raid5;default;250;init;39.108782;3220063872
1662516643;1662516643;raid5;default;250;vacuum;0.042460;78576
1662521272;1662521430;raid5;default;1000;init;157.937351;12880076368
1662521430;1662521430;raid5;default;1000;vacuum;0.053239;184352
1662526101;1662526109;raid6;default;50;init;7.902702;644061736
1662526109;1662526109;raid6;default;50;vacuum;0.027961;62768
1662529772;1662529809;raid6;default;250;init;37.543316;3220063696
1662529809;1662529809;raid6;default;250;vacuum;0.040062;79448
1662534437;1662534603;raid6;default;1000;init;166.350960;12880076328
1662534603;1662534603;raid6;default;1000;vacuum;0.063625;184232
