1662469270;1662472871;raid0;default;50;rw;8097.280407;3600.652091;10519565368
1662472967;1662473868;raid0;default;250;ro;101327.196460;901.499452;7352
1662473928;1662477529;raid0;default;250;rw;5019.505600;3600.433318;19578398880
1662477745;1662478646;raid0;default;1000;ro;47793.538149;900.755873;7040
1662478706;1662482306;raid0;default;1000;rw;3507.759179;3600.335891;52331044128
1662486433;1662490034;raid1;default;50;rw;7900.707939;3600.648969;10383649152
1662490158;1662491060;raid1;default;250;ro;101082.708535;901.495891;6168
1662491120;1662494720;raid1;default;250;rw;4838.563981;3600.458034;19315955072
1662495067;1662495968;raid1;default;1000;ro;47658.604204;900.771555;7248
1662496028;1662499628;raid1;default;1000;rw;3289.953091;3600.331407;51336430904
1662499749;1662503350;raid10;default;50;rw;7983.160181;3600.647371;10422381856
1662503455;1662504357;raid10;default;250;ro;99963.087874;901.473269;5456
1662504417;1662508017;raid10;default;250;rw;4856.680724;3600.430286;19348450992
1662508261;1662509162;raid10;default;1000;ro;47918.875352;900.768112;6888
1662509222;1662512823;raid10;default;1000;rw;3390.843197;3600.344677;51797285904
1662512943;1662516544;raid5;default;50;rw;6178.544901;3600.518756;8698955824
1662516643;1662517545;raid5;default;250;ro;100077.791212;901.498599;6056
1662517605;1662521207;raid5;default;250;rw;3393.007502;3602.252623;17261757576
1662521430;1662522331;raid5;default;1000;ro;46904.536970;900.776158;4768
1662522391;1662525992;raid5;default;1000;rw;2137.676581;3600.544963;43163966552
1662526110;1662529711;raid6;default;50;rw;5924.831229;3600.510492;8481793304
1662529809;1662530711;raid6;default;250;ro;99138.265241;901.474361;5240
1662530771;1662534371;raid6;default;250;rw;2898.078862;3600.274728;16643466160
1662534603;1662535504;raid6;default;1000;ro;46698.306339;900.751480;4888
1662535564;1662539165;raid6;default;1000;rw;1901.849613;3601.089931;40922964480
