run|epoch|ts|datid|datname|numbackends|xact_commit|xact_rollback|blks_read|blks_hit|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|stats_reset
1|1662959101.537033|2022-09-12 07:05:01.537033+02|16384|test|2|365|0|16423935|576044|500115178|4841|500055094|4|0|0|10|10020478976|0|||0|0|1636853.279|1636312.161|511.725|16|0|0|0|
1|1662959102.547130|2022-09-12 07:05:02.54713+02|16384|test|17|13868|0|16452856|616848|500134890|19521|500055094|4|0|0|10|10020478976|0|||0|0|1643882.998|1642544.298|511.725|35|0|0|0|
2|1662959103.558274|2022-09-12 07:05:03.558274+02|16384|test|17|66886|0|16559820|776302|500188484|73104|500055094|4|0|0|10|10020478976|0|||0|0|1668896.004|1664498.333|511.725|37|0|0|0|
3|1662959104.571436|2022-09-12 07:05:04.571436+02|16384|test|17|104670|0|16633481|891996|500226478|111096|500055094|4|0|0|10|10020478976|0|||0|0|1684905.59|1678468.07|511.725|39|0|0|0|
4|1662959105.587728|2022-09-12 07:05:05.587728+02|16384|test|17|142966|0|16708040|1009415|500265875|149612|500055094|4|0|0|10|10020478976|0|||0|0|1700918.228|1692387.499|511.725|41|0|0|0|
5|1662959106.598127|2022-09-12 07:05:06.598127+02|16384|test|17|181345|0|16782724|1127061|500304464|188199|500055094|4|0|0|10|10020478976|0|||0|0|1716926.176|1706277.392|511.725|43|0|0|0|
6|1662959107.613137|2022-09-12 07:05:07.613137+02|16384|test|17|218819|0|16855724|1241866|500342148|225881|500055094|4|0|0|10|10020478976|0|||0|0|1732938.184|1720163.671|511.725|45|0|0|0|
7|1662959108.624477|2022-09-12 07:05:08.624477+02|16384|test|17|255860|0|16927805|1355425|500379399|263130|500055094|4|0|0|10|10020478976|0|||0|0|1748947.539|1734058.22|511.725|47|0|0|0|
8|1662959109.637282|2022-09-12 07:05:09.637282+02|16384|test|17|292862|0|16999828|1468847|500416611|300340|500055094|4|0|0|10|10020478976|0|||0|0|1764957.112|1748004.46|511.725|49|0|0|0|
9|1662959110.654186|2022-09-12 07:05:10.654186+02|16384|test|17|329850|0|17071827|1582223|500453809|337536|500055094|4|0|0|10|10020478976|0|||0|0|1780970.16|1761964.726|511.725|51|0|0|0|
10|1662959111.669001|2022-09-12 07:05:11.669001+02|16384|test|17|366415|0|17142985|1694325|500490584|374309|500055094|4|0|0|10|10020478976|0|||0|0|1796983.873|1775923.015|511.725|53|0|0|0|
11|1662959112.688929|2022-09-12 07:05:12.688929+02|16384|test|17|402606|0|17213418|1805282|500526985|410708|500055094|4|0|0|10|10020478976|0|||0|0|1812995.76|1789921.191|511.725|55|0|0|0|
12|1662959113.709162|2022-09-12 07:05:13.709162+02|16384|test|17|438123|0|17282572|1914148|500562712|446433|500055094|4|0|0|10|10020478976|0|||0|0|1829012.127|1803958.917|511.725|57|0|0|0|
13|1662959114.721402|2022-09-12 07:05:14.721402+02|16384|test|17|473958|0|17352260|2024070|500598757|482476|500055094|4|0|0|10|10020478976|0|||0|0|1845021.546|1817991.641|511.725|59|0|0|0|
14|1662959115.734422|2022-09-12 07:05:15.734422+02|16384|test|17|507544|0|17417602|2127093|500632553|516270|500055094|4|0|0|10|10020478976|0|||0|0|1861031.882|1832140.943|511.725|61|0|0|0|
15|1662959116.751247|2022-09-12 07:05:16.751247+02|16384|test|17|543613|0|17487854|2237621|500668832|552547|500055094|4|0|0|10|10020478976|0|||0|0|1877045.181|1846174.077|511.725|63|0|0|0|
16|1662959117.766171|2022-09-12 07:05:17.766171+02|16384|test|17|578769|0|17556312|2345378|500704198|587911|500055094|4|0|0|10|10020478976|0|||0|0|1893062.311|1860216.055|511.725|65|0|0|0|
17|1662959118.781869|2022-09-12 07:05:18.781869+02|16384|test|17|614149|0|17625143|2453882|500739788|623499|500055094|4|0|0|10|10020478976|0|||0|0|1909072.368|1874263.238|511.725|67|0|0|0|
18|1662959119.797121|2022-09-12 07:05:19.797121+02|16384|test|17|649497|0|17693943|2562257|500775346|659055|500055094|4|0|0|10|10020478976|0|||0|0|1925085.357|1888338.845|511.725|69|0|0|0|
19|1662959120.812381|2022-09-12 07:05:20.812381+02|16384|test|17|685096|0|17763211|2671419|500811155|694862|500055094|4|0|0|10|10020478976|0|||0|0|1941097.718|1902405.261|511.725|71|0|0|0|
20|1662959121.824861|2022-09-12 07:05:21.824861+02|16384|test|17|720291|0|17831672|2779368|500846560|730265|500055094|4|0|0|10|10020478976|0|||0|0|1957108.073|1916458.248|511.725|73|0|0|0|
21|1662959122.840814|2022-09-12 07:05:22.840814+02|16384|test|17|755336|0|17899914|2886786|500881815|765518|500055094|4|0|0|10|10020478976|0|||0|0|1973122.328|1930557.72|511.725|75|0|0|0|
22|1662959123.855248|2022-09-12 07:05:23.855248+02|16384|test|17|790549|0|17968419|2994781|500917238|800939|500055094|4|0|0|10|10020478976|0|||0|0|1989132.63|1944645.705|511.725|77|0|0|0|
23|1662959124.865966|2022-09-12 07:05:24.865966+02|16384|test|17|825601|0|18036655|3102240|500952500|836199|500055094|4|0|0|10|10020478976|0|||0|0|2005144.687|1958743.407|511.725|79|0|0|0|
24|1662959125.885586|2022-09-12 07:05:25.885586+02|16384|test|17|860555|0|18104603|3209497|500987664|871361|500055094|4|0|0|10|10020478976|0|||0|0|2021161.182|1972868.943|511.725|81|0|0|0|
25|1662959126.900507|2022-09-12 07:05:26.900507+02|16384|test|17|895512|0|18172648|3316672|501022831|906526|500055094|4|0|0|10|10020478976|0|||0|0|2037172.442|1986977.926|511.725|83|0|0|0|
26|1662959127.919815|2022-09-12 07:05:27.919815+02|16384|test|17|930352|0|18240542|3423413|501057881|941574|500055094|4|0|0|10|10020478976|0|||0|0|2053184.086|2001079.429|511.725|85|0|0|0|
27|1662959128.933357|2022-09-12 07:05:28.933357+02|16384|test|17|965128|0|18308265|3530005|501092867|976558|500055094|4|0|0|10|10020478976|0|||0|0|2069195.081|2015195.923|511.725|87|0|0|0|
28|1662959129.948270|2022-09-12 07:05:29.94827+02|16384|test|17|1000190|0|18376440|3637575|501128139|1011828|500055094|4|0|0|10|10020478976|0|||0|0|2085205.733|2029291.989|511.725|89|0|0|0|
29|1662959130.963678|2022-09-12 07:05:30.963678+02|16384|test|17|1034093|0|18442313|3741652|501162252|1045939|500055094|4|0|0|10|10020478976|0|||0|0|2101215.874|2043409.68|511.725|91|0|0|0|
30|1662959131.978345|2022-09-12 07:05:31.978345+02|16384|test|17|1068327|0|18508967|3846603|501196696|1080381|500055094|4|0|0|10|10020478976|0|||0|0|2117227.932|2057587.907|511.725|93|0|0|0|
