run|epoch|ts|datid|datname|numbackends|xact_commit|xact_rollback|blks_read|blks_hit|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|stats_reset
1|1662749128.135270|2022-09-09 20:45:28.13527+02|16411|test|1|279869520|0|291525417|829234347|305112300|280059909|25002844|4|0|0|1|501030912|0|||0|0|28857421.388|12895116.543|24.636|1817|0|0|0|
1|1662749129.148250|2022-09-09 20:45:29.14825+02|16411|test|33|279871261|0|291527222|829264746|305118803|280064529|25004539|1699|0|0|1|501030912|0|||0|0|28858501.979|12895808.845|208.566|1853|0|0|0|
2|1662749130.162786|2022-09-09 20:45:30.162786+02|16411|test|33|279978031|0|291640799|830997347|305428007|280279761|25111150|108310|0|0|1|501030912|0|||0|0|28920605.12|12938052.234|12174.055|1855|0|0|0|
3|1662749131.178065|2022-09-09 20:45:31.178065+02|16411|test|33|280036036|0|291700267|831876258|305586232|280395975|25169151|166311|0|0|1|501030912|0|||0|0|28953623.506|12960934.478|18220.959|1857|0|0|0|
4|1662749132.194651|2022-09-09 20:45:32.194651+02|16411|test|33|280068456|0|291733367|832342513|305669605|280458887|25201567|198727|0|0|1|501030912|0|||0|0|28983642.594|12981043.045|24291.68|1859|0|0|0|
5|1662749133.209717|2022-09-09 20:45:33.209717+02|16411|test|33|280128667|0|291794687|833204435|305828464|280581645|25261774|258934|0|0|1|501030912|0|||0|0|29017660.206|13004350.935|30657.824|1861|0|0|0|
6|1662749134.225673|2022-09-09 20:45:34.225673+02|16411|test|33|280162326|0|291829038|833665769|305913588|280649167|25295429|292589|0|0|1|501030912|0|||0|0|29049680.624|13027232.875|36277.488|1863|0|0|0|
7|1662749135.240547|2022-09-09 20:45:35.240547+02|16411|test|33|280200139|0|291867979|834172643|306007571|280724997|25333238|330398|0|0|1|501030912|0|||0|0|29081700.251|13051193.004|41144.394|1865|0|0|0|
8|1662749136.257505|2022-09-09 20:45:36.257505+02|16411|test|33|280238582|0|291906320|834670472|306101673|280802087|25371677|367616|0|0|1|501030912|0|||0|0|29113721.894|13073586.425|47058.734|1867|0|0|0|
9|1662749137.273076|2022-09-09 20:45:37.273076+02|16411|test|33|280276802|0|291946646|835166281|306193645|280878731|25409893|407053|0|0|1|501030912|0|||0|0|29145741.814|13097538.768|51938.845|1869|0|0|0|
10|1662749138.289570|2022-09-09 20:45:38.28957+02|16411|test|33|280319040|0|291988683|835690772|306293809|280963411|25452127|447957|0|0|1|501030912|0|||0|0|29177770.695|13120463.478|57418.321|1871|0|0|0|
11|1662749139.307250|2022-09-09 20:45:39.30725+02|16411|test|33|280353079|0|292025065|836118245|306373609|281031693|25486162|483322|0|0|1|501030912|0|||0|0|29209793.813|13143737.87|62785.868|1873|0|0|0|
12|1662749140.323457|2022-09-09 20:45:40.323457+02|16411|test|33|280392322|0|292065253|836595229|306464428|281110383|25525401|522561|0|0|1|501030912|0|||0|0|29241821.137|13167524.643|67763.07|1875|0|0|0|
