1662791212;1662792120;stripe;default;100;ro;494853.871393;907.523437;263552
1662792180;1662795784;stripe;default;100;rw;61027.947843;3604.690995;69283844352
1662796018;1662796924;stripe;default;1000;ro;353342.838571;905.542132;4592
1662796984;1662800587;stripe;default;1000;rw;32567.850018;3603.108516;93298575088
1662803044;1662803945;stripe;default;10000;ro;93710.585510;901.910374;7552
1662804006;1662807606;stripe;default;10000;rw;3822.046064;3600.576198;153626485568
1662807702;1662808609;stripe;no-fpw;100;ro;490754.807411;907.455133;107176
1662808669;1662812274;stripe;no-fpw;100;rw;62376.498811;3605.008356;59825601344
1662812505;1662813410;stripe;no-fpw;1000;ro;352714.446764;905.524780;1904
1662813470;1662817073;stripe;no-fpw;1000;rw;36488.126207;3603.126083;35258948936
1662819567;1662820469;stripe;no-fpw;10000;ro;93782.277497;901.937747;8416
1662820529;1662824130;stripe;no-fpw;10000;rw;6456.514546;3600.838065;7983530192
1662824222;1662825129;stripe;no-fpw-tuned;100;ro;488757.153507;907.417258;107176
1662825190;1662828795;stripe;no-fpw-tuned;100;rw;64056.587708;3604.876743;61020158784
1662829030;1662829936;stripe;no-fpw-tuned;1000;ro;356491.061098;905.690270;5216
1662829996;1662833599;stripe;no-fpw-tuned;1000;rw;36066.095558;3603.216881;34857458184
1662835957;1662836859;stripe;no-fpw-tuned;10000;ro;92453.879868;901.976812;2176
1662836919;1662840520;stripe;no-fpw-tuned;10000;rw;6067.991831;3600.948815;7565000040
