run|epoch|ts|datid|datname|numbackends|xact_commit|xact_rollback|blks_read|blks_hit|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|stats_reset
1|1662819008.803613|2022-09-10 16:10:08.803613+02|16384|test|1|19620479|0|54613833|60863211|519930783|19804853|500055094|4|0|0|10|10020478976|0|||0|0|15645294.588|12824355.939|496.794|1749|0|0|0|
1|1662819009.815177|2022-09-10 16:10:09.815177+02|16384|test|17|19620504|0|54613878|60864843|519936754|19805799|500055094|4|0|0|10|10020478976|0|||0|0|15645331.688|12824364.938|496.794|1769|0|0|0|
2|1662819010.827128|2022-09-10 16:10:10.827128+02|16384|test|17|19629249|0|54631287|61033506|519963893|19824263|500063755|8665|0|0|10|10020478976|0|||0|0|15669359.588|12844687.339|2844.794|1771|0|0|0|
3|1662819011.840916|2022-09-10 16:10:11.840916+02|16384|test|17|19638349|0|54649200|61208177|519991383|19842667|500072851|17761|0|0|10|10020478976|0|||0|0|15693407.446|12865545.348|4875.772|1773|0|0|0|
4|1662819012.855404|2022-09-10 16:10:12.855404+02|16384|test|17|19644597|0|54661519|61328175|520010314|19855367|500079095|24005|0|0|10|10020478976|0|||0|0|15709441.805|12879338.954|6327.666|1775|0|0|0|
5|1662819013.868030|2022-09-10 16:10:13.86803+02|16384|test|17|19650621|0|54673333|61443812|520028572|19867619|500085115|30025|0|0|10|10020478976|0|||0|0|15725530.703|12893074.23|7813.095|1777|0|0|0|
6|1662819014.910130|2022-09-10 16:10:14.91013+02|16384|test|17|19656277|0|54684500|61552444|520045727|19879135|500090767|35677|0|0|10|10020478976|0|||0|0|15741589.045|12906509.173|9612.316|1779|0|0|0|
7|1662819015.921002|2022-09-10 16:10:15.921002+02|16384|test|17|19662585|0|54697023|61673692|520064828|19891955|500097071|41981|0|0|10|10020478976|0|||0|0|15757623.609|12920280.471|11080.474|1781|0|0|0|
8|1662819016.931872|2022-09-10 16:10:16.931872+02|16384|test|17|19668588|0|54708755|61788702|520083006|19904165|500103070|47980|0|0|10|10020478976|0|||0|0|15773651.868|12934204.807|12417.245|1783|0|0|0|
9|1662819017.945848|2022-09-10 16:10:17.945848+02|16384|test|17|19674747|0|54720822|61906787|520101640|19916687|500109225|54135|0|0|10|10020478976|0|||0|0|15789687.555|12948060.194|13807.612|1785|0|0|0|
10|1662819018.959756|2022-09-10 16:10:18.959756+02|16384|test|17|19680686|0|54732474|62020469|520119625|19928769|500115160|60070|0|0|10|10020478976|0|||0|0|15805726.431|12962056.53|15109.393|1787|0|0|0|
11|1662819019.972686|2022-09-10 16:10:19.972686+02|16384|test|17|19685305|0|54741608|62109082|520133649|19938211|500119775|64685|0|0|10|10020478976|0|||0|0|15821756.95|12975720.138|16584.35|1789|0|0|0|
12|1662819020.984930|2022-09-10 16:10:20.98493+02|16384|test|17|19687675|0|54746241|62154675|520140938|19943155|500122141|67051|0|0|10|10020478976|0|||0|0|15837811.394|12989999.308|17753.974|1791|0|0|0|
13|1662819021.997153|2022-09-10 16:10:21.997153+02|16384|test|17|19689729|0|54750259|62194238|520147287|19947467|500124191|69101|0|0|10|10020478976|0|||0|0|15853917.982|13004724.532|18574.603|1793|0|0|0|
14|1662819023.011649|2022-09-10 16:10:23.011649+02|16384|test|17|19691811|0|54754337|62234226|520153713|19951835|500126269|71179|0|0|10|10020478976|0|||0|0|15869955.577|13019712.814|19235.768|1795|0|0|0|
15|1662819024.023076|2022-09-10 16:10:24.023076+02|16384|test|17|19693669|0|54757855|62268545|520159099|19955507|500127999|73033|0|0|10|10020478976|0|||0|0|15885107.067|13033772.109|19868.451|1797|0|0|0|
16|1662819025.033900|2022-09-10 16:10:25.0339+02|16384|test|17|19695672|0|54761906|62308622|520165666|19959965|500130122|75032|0|0|10|10020478976|0|||0|0|15902227.622|13049968.978|20426.305|1799|0|0|0|
17|1662819026.050835|2022-09-10 16:10:26.050835+02|16384|test|17|19697669|0|54765822|62347137|520171840|19964163|500132115|77025|0|0|10|10020478976|0|||0|0|15918257.583|13065107.158|20959.919|1801|0|0|0|
18|1662819027.060832|2022-09-10 16:10:27.060832+02|16384|test|17|19699692|0|54769790|62386194|520178092|19968413|500134134|79044|0|0|10|10020478976|0|||0|0|15934441.501|13080229.463|21611.219|1803|0|0|0|
19|1662819028.071996|2022-09-10 16:10:28.071996+02|16384|test|17|19701603|0|54773532|62423071|520184009|19972439|500136041|80951|0|0|10|10020478976|0|||0|0|15950564.617|13095399.741|22194.98|1805|0|0|0|
20|1662819029.089446|2022-09-10 16:10:29.089446+02|16384|test|17|19703521|0|54777307|62460155|520189947|19976479|500137955|82865|0|0|10|10020478976|0|||0|0|15966755.429|13110708.581|22709.757|1807|0|0|0|
21|1662819030.114646|2022-09-10 16:10:30.114646+02|16384|test|17|19705456|0|54781079|62497506|520195934|19980553|500139886|84796|0|0|10|10020478976|0|||0|0|15982893.574|13125984.973|23210.037|1809|0|0|0|
22|1662819031.125108|2022-09-10 16:10:31.125108+02|16384|test|17|19707428|0|54784915|62535456|520202025|19984701|500141854|86764|0|0|10|10020478976|0|||0|0|15998947.674|13141094.474|23814.609|1811|0|0|0|
23|1662819032.136387|2022-09-10 16:10:32.136387+02|16384|test|17|19709399|0|54788830|62573659|520208126|19988847|500143821|88731|0|0|10|10020478976|0|||0|0|16014985.453|13156134.053|24437.212|1813|0|0|0|
24|1662819033.149332|2022-09-10 16:10:33.149332+02|16384|test|17|19711492|0|54792871|62613842|520214585|19993237|500145910|90820|0|0|10|10020478976|0|||0|0|16031152.476|13171233.448|25114.834|1815|0|0|0|
25|1662819034.160426|2022-09-10 16:10:34.160426+02|16384|test|17|19713285|0|54796249|62647753|520220150|19997027|500147699|92491|0|0|10|10020478976|0|||0|0|16046307.344|13185397.378|25707.67|1817|0|0|0|
26|1662819035.182719|2022-09-10 16:10:35.182719+02|16384|test|17|19715376|0|54800531|62688972|520226606|20001413|500149786|94696|0|0|10|10020478976|0|||0|0|16063416.357|13201343.931|26428.181|1819|0|0|0|
27|1662819036.195357|2022-09-10 16:10:36.195357+02|16384|test|17|19717527|0|54804719|62730251|520233232|20005919|500151933|96843|0|0|10|10020478976|0|||0|0|16079448.319|13216291.458|27104.185|1821|0|0|0|
28|1662819037.208101|2022-09-10 16:10:37.208101+02|16384|test|17|19719590|0|54808757|62769870|520239598|20010249|500153992|98902|0|0|10|10020478976|0|||0|0|16095588.211|13231330.954|27803.849|1823|0|0|0|
29|1662819038.219634|2022-09-10 16:10:38.219634+02|16384|test|17|19721545|0|54812309|62805245|520245278|20014119|500155943|100730|0|0|10|10020478976|0|||0|0|16111740.52|13246517.501|28388.758|1825|0|0|0|
30|1662819039.231979|2022-09-10 16:10:39.231979+02|16384|test|17|19723664|0|54816723|62848204|520252174|20018805|500158058|102968|0|0|10|10020478976|0|||0|0|16127781.534|13261376.467|29165.829|1827|0|0|0|
31|1662819040.242463|2022-09-10 16:10:40.242463+02|16384|test|17|19725761|0|54820822|62888407|520258639|20023203|500160151|105061|0|0|10|10020478976|0|||0|0|16143980.02|13276469.251|29825.993|1829|0|0|0|
32|1662819041.252548|2022-09-10 16:10:41.252548+02|16384|test|17|19727692|0|54824598|62925459|520264605|20027269|500162078|106988|0|0|10|10020478976|0|||0|0|16160075.088|13291595.73|30443.573|1831|0|0|0|
33|1662819042.265213|2022-09-10 16:10:42.265213+02|16384|test|17|19729607|0|54828358|62962383|520270528|20031303|500163989|108899|0|0|10|10020478976|0|||0|0|16176198.322|13306858.216|30958.571|1833|0|0|0|
34|1662819043.276109|2022-09-10 16:10:43.276109+02|16384|test|17|19731927|0|54832898|63006918|520277665|20036147|500166305|111215|0|0|10|10020478976|0|||0|0|16192340.659|13321848.437|31722.76|1835|0|0|0|
35|1662819044.287319|2022-09-10 16:10:44.287319+02|16384|test|17|19734185|0|54837284|63050340|520284614|20040867|500168559|113469|0|0|10|10020478976|0|||0|0|16208370.39|13336873.287|32348.848|1837|0|0|0|
36|1662819045.299088|2022-09-10 16:10:45.299088+02|16384|test|17|19736781|0|54842425|63100304|520292568|20046263|500171151|116061|0|0|10|10020478976|0|||0|0|16224431.631|13351873.038|33010.623|1839|0|0|0|
37|1662819046.310518|2022-09-10 16:10:46.310518+02|16384|test|17|19739109|0|54847020|63145168|520299731|20051123|500173475|118385|0|0|10|10020478976|0|||0|0|16240586.141|13367137.738|33549.513|1841|0|0|0|
38|1662819047.319756|2022-09-10 16:10:47.319756+02|16384|test|17|19741252|0|54851244|63186402|520306335|20055613|500175614|120524|0|0|10|10020478976|0|||0|0|16256699.115|13382279.297|34154.113|1843|0|0|0|
39|1662819048.330239|2022-09-10 16:10:48.330239+02|16384|test|17|19743774|0|54856029|63233038|520313597|20060545|500178132|123042|0|0|10|10020478976|0|||0|0|16272740.744|13397293.698|34780.036|1845|0|0|0|
40|1662819049.341182|2022-09-10 16:10:49.341182+02|16384|test|17|19745939|0|54860419|63276472|520320745|20065395|500180293|125203|0|0|10|10020478976|0|||0|0|16288893.422|13412470.828|35360.643|1847|0|0|0|
41|1662819050.354656|2022-09-10 16:10:50.354656+02|16384|test|17|19747800|0|54864083|63312279|520326508|20069321|500182150|127060|0|0|10|10020478976|0|||0|0|16304996.056|13427664.874|35890.453|1849|0|0|0|
42|1662819051.366104|2022-09-10 16:10:51.366104+02|16384|test|17|19749850|0|54868103|63351693|520332835|20073625|500184196|129106|0|0|10|10020478976|0|||0|0|16321028.082|13442781.006|36444.839|1851|0|0|0|
43|1662819052.379619|2022-09-10 16:10:52.379619+02|16384|test|17|19751886|0|54872125|63390999|520339117|20077901|500186228|131138|0|0|10|10020478976|0|||0|0|16337112.616|13457913.114|37006.405|1853|0|0|0|
44|1662819053.404480|2022-09-10 16:10:53.40448+02|16384|test|17|19753835|0|54875904|63428417|520345135|20082003|500188173|133083|0|0|10|10020478976|0|||0|0|16353303.106|13473168.805|37538.291|1855|0|0|0|
45|1662819054.419775|2022-09-10 16:10:54.419775+02|16384|test|17|19755765|0|54879697|63465583|520351099|20086067|500190099|135009|0|0|10|10020478976|0|||0|0|16369507.406|13488472.611|38098.339|1857|0|0|0|
46|1662819055.431279|2022-09-10 16:10:55.431279+02|16384|test|17|19757669|0|54883295|63501342|520356984|20090079|500191999|136789|0|0|10|10020478976|0|||0|0|16385604.826|13503698.583|38612.338|1859|0|0|0|
47|1662819056.443817|2022-09-10 16:10:56.443817+02|16384|test|17|19759741|0|54887507|63542060|520363365|20094427|500194067|138977|0|0|10|10020478976|0|||0|0|16401653.001|13518479.052|39362.349|1861|0|0|0|
48|1662819057.458157|2022-09-10 16:10:57.458157+02|16384|test|17|19761746|0|54891398|63580522|520369544|20098641|500196068|140978|0|0|10|10020478976|0|||0|0|16417829.777|13533674.555|39969.99|1863|0|0|0|
49|1662819058.469579|2022-09-10 16:10:58.469579+02|16384|test|17|19763611|0|54895070|63616317|520375302|20102575|500197929|142839|0|0|10|10020478976|0|||0|0|16433994.495|13548919.868|40511.915|1865|0|0|0|
50|1662819059.479924|2022-09-10 16:10:59.479924+02|16384|test|17|19765487|0|54898739|63652250|520381094|20106531|500199801|144711|0|0|10|10020478976|0|||0|0|16450130.167|13563991.274|41183.375|1867|0|0|0|
51|1662819060.490604|2022-09-10 16:11:00.490604+02|16384|test|17|19767655|0|54902951|63693843|520387759|20111071|500201965|146875|0|0|10|10020478976|0|||0|0|16466231.601|13579107.398|41769.611|1869|0|0|0|
52|1662819061.502284|2022-09-10 16:11:01.502284+02|16384|test|17|19769646|0|54906858|63732236|520393900|20115257|500203952|148862|0|0|10|10020478976|0|||0|0|16482403.312|13594187.788|42426.239|1871|0|0|0|
53|1662819062.512207|2022-09-10 16:11:02.512207+02|16384|test|17|19771609|0|54910740|63770081|520399963|20119387|500205911|150821|0|0|10|10020478976|0|||0|0|16498534.119|13609348.643|43010.326|1873|0|0|0|
54|1662819063.538269|2022-09-10 16:11:03.538269+02|16384|test|17|19773543|0|54914466|63807118|520405928|20123459|500207841|152751|0|0|10|10020478976|0|||0|0|16514627.481|13624381.003|43677.85|1875|0|0|0|
55|1662819064.557456|2022-09-10 16:11:04.557456+02|16384|test|17|19775637|0|54918560|63847399|520412371|20127851|500209931|154841|0|0|10|10020478976|0|||0|0|16530733.666|13639482.938|44304.495|1877|0|0|0|
56|1662819065.568725|2022-09-10 16:11:05.568725+02|16384|test|17|19777423|0|54922134|63881865|520417902|20131627|500211713|156623|0|0|10|10020478976|0|||0|0|16545868.902|13653638.007|44923.725|1879|0|0|0|
57|1662819066.580407|2022-09-10 16:11:06.580407+02|16384|test|17|19779505|0|54926200|63921751|520424307|20135995|500213791|158701|0|0|10|10020478976|0|||0|0|16562971.007|13669760.204|45507.023|1881|0|0|0|
58|1662819067.590851|2022-09-10 16:11:07.590851+02|16384|test|17|19781439|0|54930757|63961866|520431643|20140560|500215722|160626|0|0|10|10020478976|0|||0|0|16579105.543|13684844.42|46112.523|1883|0|0|0|
59|1662819068.600619|2022-09-10 16:11:08.600619+02|16384|test|17|19783314|0|54934456|63997950|520437419|20144514|500217593|162497|0|0|10|10020478976|0|||0|0|16594222.33|13699097.422|46636.539|1885|0|0|0|
60|1662819069.610848|2022-09-10 16:11:09.610848+02|16384|test|17|19785458|0|54938628|64038924|520444008|20149006|500219733|164637|0|0|10|10020478976|0|||0|0|16611357.811|13715356.649|47170.71|1887|0|0|0|
61|1662819070.620288|2022-09-10 16:11:10.620288+02|16384|test|17|19787490|0|54942620|64078049|520450270|20153274|500221761|166665|0|0|10|10020478976|0|||0|0|16627512.614|13730603.938|47711.267|1889|0|0|0|
62|1662819071.631362|2022-09-10 16:11:11.631362+02|16384|test|17|19789453|0|54946459|64115580|520456309|20157404|500223720|168624|0|0|10|10020478976|0|||0|0|16643595.565|13745771.263|48227.209|1891|0|0|0|
63|1662819072.651601|2022-09-10 16:11:12.651601+02|16384|test|17|19791410|0|54950318|64153294|520462341|20161522|500225673|170577|0|0|10|10020478976|0|||0|0|16659685.543|13760965.621|48739.24|1893|0|0|0|
64|1662819073.664977|2022-09-10 16:11:13.664977+02|16384|test|17|19793281|0|54953947|64189275|520468122|20165468|500227540|172444|0|0|10|10020478976|0|||0|0|16675765.628|13776253.343|49195.756|1895|0|0|0|
65|1662819074.675987|2022-09-10 16:11:14.675987+02|16384|test|17|19795100|0|54957514|64224211|520473746|20169310|500229355|174259|0|0|10|10020478976|0|||0|0|16691849.967|13791514.211|49692.315|1897|0|0|0|
66|1662819075.686337|2022-09-10 16:11:15.686337+02|16384|test|17|19797051|0|54961414|64261788|520479766|20173416|500231302|176206|0|0|10|10020478976|0|||0|0|16707974.361|13806843.701|50171.6|1899|0|0|0|
67|1662819076.696422|2022-09-10 16:11:16.696422+02|16384|test|17|19798962|0|54965154|64298395|520485655|20177442|500233209|178113|0|0|10|10020478976|0|||0|0|16724134.333|13822057.032|50734.445|1901|0|0|0|
68|1662819077.709720|2022-09-10 16:11:17.70972+02|16384|test|17|19800986|0|54969088|64337042|520491879|20181694|500235229|180133|0|0|10|10020478976|0|||0|0|16740294.163|13836984.592|51517.602|1903|0|0|0|
69|1662819078.720862|2022-09-10 16:11:18.720862+02|16384|test|17|19802923|0|54972927|64374268|520497843|20185772|500237162|182066|0|0|10|10020478976|0|||0|0|16756529.499|13852201.239|52094.996|1905|0|0|0|
70|1662819079.733359|2022-09-10 16:11:19.733359+02|16384|test|17|19804904|0|54976772|64412275|520503950|20189938|500239139|184043|0|0|10|10020478976|0|||0|0|16772668.334|13867366.327|52675.764|1907|0|0|0|
71|1662819080.744453|2022-09-10 16:11:20.744453+02|16384|test|17|19806853|0|54980335|64447411|520509588|20193798|500241084|185864|0|0|10|10020478976|0|||0|0|16788827.283|13882589.349|53191.509|1909|0|0|0|
72|1662819081.754110|2022-09-10 16:11:21.75411+02|16384|test|17|19808828|0|54984449|64487442|520516028|20198194|500243055|187959|0|0|10|10020478976|0|||0|0|16805073.819|13897970.441|53689.493|1911|0|0|0|
73|1662819082.763414|2022-09-10 16:11:22.763414+02|16384|test|17|19810758|0|54988242|64524554|520521984|20202258|500244981|189885|0|0|10|10020478976|0|||0|0|16821217.088|13913213.319|54242.52|1913|0|0|0|
74|1662819083.774553|2022-09-10 16:11:23.774553+02|16384|test|17|19812644|0|54991916|64560713|520527802|20206234|500246863|191767|0|0|10|10020478976|0|||0|0|16837313.808|13928436.704|54754.628|1915|0|0|0|
75|1662819084.786059|2022-09-10 16:11:24.786059+02|16384|test|17|19814455|0|54995371|64594120|520533016|20209808|500248670|193574|0|0|10|10020478976|0|||0|0|16852472.039|13942705.313|55324.165|1917|0|0|0|
76|1662819085.822126|2022-09-10 16:11:25.822126+02|16384|test|17|19816474|0|54999464|64634187|520539607|20214302|500250685|195589|0|0|10|10020478976|0|||0|0|16869623.527|13958860.236|55911.185|1919|0|0|0|
77|1662819086.839977|2022-09-10 16:11:26.839977+02|16384|test|17|19818288|0|55002916|64668243|520545217|20218134|500252495|197283|0|0|10|10020478976|0|||0|0|16884710.242|13972992.398|56471.191|1921|0|0|0|
78|1662819087.851321|2022-09-10 16:11:27.851321+02|16384|test|17|19820343|0|55007040|64708415|520551537|20222448|500254546|199450|0|0|10|10020478976|0|||0|0|16901784.627|13988930.308|57158.392|1923|0|0|0|
79|1662819088.862131|2022-09-10 16:11:28.862131+02|16384|test|17|19822303|0|55010902|64746059|520557574|20226572|500256502|201406|0|0|10|10020478976|0|||0|0|16917874.408|14004035.861|57739.319|1925|0|0|0|
80|1662819089.873312|2022-09-10 16:11:29.873312+02|16384|test|17|19824223|0|55014673|64782715|520563488|20230616|500258418|203322|0|0|10|10020478976|0|||0|0|16934004.62|14019146.431|58375.396|1927|0|0|0|
81|1662819090.885210|2022-09-10 16:11:30.88521+02|16384|test|17|19825983|0|55017986|64815571|520568929|20234340|500260174|204960|0|0|10|10020478976|0|||0|0|16949183.791|14033444.705|58904.156|1929|0|0|0|
82|1662819091.895635|2022-09-10 16:11:31.895635+02|16384|test|17|19827957|0|55021970|64854128|520575006|20238492|500262144|207048|0|0|10|10020478976|0|||0|0|16966337.423|14049646.457|59480.71|1931|0|0|0|
83|1662819092.910901|2022-09-10 16:11:32.910901+02|16384|test|17|19829754|0|55025545|64888621|520580556|20242290|500263937|208841|0|0|10|10020478976|0|||0|0|16982478.372|14064812.029|60076.957|1933|0|0|0|
84|1662819093.923989|2022-09-10 16:11:33.923989+02|16384|test|17|19831652|0|55029238|64924944|520586405|20246290|500265831|210735|0|0|10|10020478976|0|||0|0|16998678.941|14080117.482|60576.461|1935|0|0|0|
85|1662819094.936529|2022-09-10 16:11:34.936529+02|16384|test|17|19833383|0|55032578|64958084|520591763|20249956|500267442|212462|0|0|10|10020478976|0|||0|0|17013780.717|14094318.839|61099.301|1937|0|0|0|
86|1662819095.947499|2022-09-10 16:11:35.947499+02|16384|test|17|19835440|0|55036736|64997609|520598086|20254274|500269611|214515|0|0|10|10020478976|0|||0|0|17030962.911|14110485.228|61708.846|1939|0|0|0|
