run|epoch|ts|lsn|checkpoints_timed|checkpoints_req|checkpoint_write_time|checkpoint_sync_time|buffers_checkpoint|buffers_clean|maxwritten_clean|buffers_backend|buffers_backend_fsync|buffers_alloc|stats_reset
1|1662512943.594182|2022-09-07 03:09:03.594182+02|0/27ECA2A0|0|1|54|773|2966|0|0|161945|0|3951|2022-09-07 03:08:53.652229+02
1|1662512944.603210|2022-09-07 03:09:04.60321+02|0/2CA85C58|0|1|54|773|2966|0|0|161945|0|12311|2022-09-07 03:08:53.652229+02
2|1662512945.612448|2022-09-07 03:09:05.612448+02|0/306436E0|0|1|54|773|2966|0|0|161945|0|20127|2022-09-07 03:08:53.652229+02
3|1662512946.622792|2022-09-07 03:09:06.622792+02|0/33E9DF58|0|1|54|773|2966|0|0|161945|0|28828|2022-09-07 03:08:53.652229+02
4|1662512947.632291|2022-09-07 03:09:07.632291+02|0/37038D28|0|1|54|773|2966|0|0|161945|0|34994|2022-09-07 03:08:53.652229+02
5|1662512948.642028|2022-09-07 03:09:08.642028+02|0/39BEFB18|0|1|54|773|2966|0|0|161945|0|40477|2022-09-07 03:08:53.652229+02
6|1662512949.651854|2022-09-07 03:09:09.651854+02|0/3C3BA7C8|0|1|54|773|2966|0|0|161945|0|45288|2022-09-07 03:08:53.652229+02
7|1662512950.661972|2022-09-07 03:09:10.661972+02|0/3E62DE40|0|1|54|773|2966|0|0|161945|0|49501|2022-09-07 03:08:53.652229+02
8|1662512951.671457|2022-09-07 03:09:11.671457+02|0/406ADF78|0|1|54|773|2966|0|0|161945|0|53412|2022-09-07 03:08:53.652229+02
9|1662512952.681389|2022-09-07 03:09:12.681389+02|0/423B1778|0|1|54|773|2966|0|0|161945|0|56934|2022-09-07 03:08:53.652229+02
10|1662512953.690852|2022-09-07 03:09:13.690852+02|0/43DE1868|0|1|54|773|2966|0|0|161945|0|60088|2022-09-07 03:08:53.652229+02
11|1662512954.700537|2022-09-07 03:09:14.700537+02|0/45759080|0|1|54|773|2966|0|0|161945|0|63112|2022-09-07 03:08:53.652229+02
12|1662512955.710387|2022-09-07 03:09:15.710387+02|0/46E44460|0|1|54|773|2966|0|0|161945|0|65890|2022-09-07 03:08:53.652229+02
13|1662512956.720689|2022-09-07 03:09:16.720689+02|0/483E92A8|0|1|54|773|2966|0|0|161945|0|68442|2022-09-07 03:08:53.652229+02
14|1662512957.731139|2022-09-07 03:09:17.731139+02|0/497B41E8|0|1|54|773|2966|0|0|161945|0|70735|2022-09-07 03:08:53.652229+02
15|1662512958.741316|2022-09-07 03:09:18.741316+02|0/4A9B2E48|0|1|54|773|2966|0|0|161945|0|72972|2022-09-07 03:08:53.652229+02
16|1662512959.751675|2022-09-07 03:09:19.751675+02|0/4BAF9FC0|0|1|54|773|2966|0|0|161945|0|74925|2022-09-07 03:08:53.652229+02
17|1662512960.761819|2022-09-07 03:09:20.761819+02|0/4CA75828|0|1|54|773|2966|0|0|161945|0|76698|2022-09-07 03:08:53.652229+02
18|1662512961.772164|2022-09-07 03:09:21.772164+02|0/4D88C2B8|0|1|54|773|2966|0|0|161945|0|78277|2022-09-07 03:08:53.652229+02
19|1662512962.781871|2022-09-07 03:09:22.781871+02|0/4E61CC38|0|1|54|773|2966|0|0|161945|0|79837|2022-09-07 03:08:53.652229+02
20|1662512963.791639|2022-09-07 03:09:23.791639+02|0/4F3F1C98|0|1|54|773|2966|0|0|161945|0|81375|2022-09-07 03:08:53.652229+02
21|1662512964.801735|2022-09-07 03:09:24.801735+02|0/50033F78|0|1|54|773|2966|0|0|161945|0|82827|2022-09-07 03:08:53.652229+02
22|1662512965.811625|2022-09-07 03:09:25.811625+02|0/50C4FE20|0|1|54|773|2966|0|0|161945|0|84159|2022-09-07 03:08:53.652229+02
23|1662512966.821425|2022-09-07 03:09:26.821425+02|0/517377F8|0|1|54|773|2966|0|0|161945|0|85371|2022-09-07 03:08:53.652229+02
24|1662512967.831380|2022-09-07 03:09:27.83138+02|0/521DD2D0|0|1|54|773|2966|0|0|161945|0|86560|2022-09-07 03:08:53.652229+02
25|1662512968.841137|2022-09-07 03:09:28.841137+02|0/52B6B088|0|1|54|773|2966|0|0|161945|0|87796|2022-09-07 03:08:53.652229+02
