run|epoch|ts|lsn|checkpoints_timed|checkpoints_req|checkpoint_write_time|checkpoint_sync_time|buffers_checkpoint|buffers_clean|maxwritten_clean|buffers_backend|buffers_backend_fsync|buffers_alloc|stats_reset
1|1662593223.100621|2022-09-08 01:27:03.100621+02|5/9C02A000|4|2|2493159|3065|289682|405636|2913|1478217|0|525838|2022-09-08 00:24:41.896878+02
1|1662593224.134977|2022-09-08 01:27:04.134977+02|5/9C02B8A0|4|2|2493159|3065|289682|405636|2913|1478217|0|633022|2022-09-08 00:24:41.896878+02
2|1662593225.188766|2022-09-08 01:27:05.188766+02|5/9C02B8A0|4|2|2493159|3065|289682|405936|2916|1478217|0|719426|2022-09-08 00:24:41.896878+02
3|1662593226.250734|2022-09-08 01:27:06.250734+02|5/9C02B8A0|4|2|2493159|3065|289682|406179|2918|1478217|0|808152|2022-09-08 00:24:41.896878+02
4|1662593227.334378|2022-09-08 01:27:07.334378+02|5/9C02B8A0|4|2|2493159|3065|289682|406365|2919|1478217|0|917205|2022-09-08 00:24:41.896878+02
5|1662593228.423370|2022-09-08 01:27:08.42337+02|5/9C02B8A0|4|2|2493159|3065|289682|406365|2919|1478217|0|1011721|2022-09-08 00:24:41.896878+02
6|1662593229.507080|2022-09-08 01:27:09.50708+02|5/9C02B8A0|4|2|2493159|3065|289682|406365|2919|1478217|0|1127852|2022-09-08 00:24:41.896878+02
7|1662593230.582712|2022-09-08 01:27:10.582712+02|5/9C02B8A0|4|2|2493159|3065|289682|406365|2919|1478217|0|1227304|2022-09-08 00:24:41.896878+02
8|1662593231.658585|2022-09-08 01:27:11.658585+02|5/9C02B8A0|4|2|2493159|3065|289682|406365|2919|1478217|0|1326535|2022-09-08 00:24:41.896878+02
9|1662593232.726629|2022-09-08 01:27:12.726629+02|5/9C02B8D8|4|2|2493159|3065|289682|406365|2919|1478217|0|1446342|2022-09-08 00:24:41.896878+02
10|1662593233.793420|2022-09-08 01:27:13.79342+02|5/9C02B8D8|4|2|2493159|3065|289682|406406|2919|1478217|0|1546616|2022-09-08 00:24:41.896878+02
