run|epoch|ts|datid|datname|numbackends|xact_commit|xact_rollback|blks_read|blks_hit|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|stats_reset
1|1662776392.551540|2022-09-10 04:19:52.55154+02|16384|test|1|360|0|16423930|575872|500113397|4799|500055094|4|0|0|10|10020478976|0|||0|0|1472459.572|1471937.848|495.998|15|0|0|0|
1|1662776393.563260|2022-09-10 04:19:53.56326+02|16384|test|17|8834|0|16443836|600975|500128260|14625|500055094|4|0|0|10|10020478976|0|||0|0|1483498.647|1481777.356|495.998|35|0|0|0|
2|1662776394.580034|2022-09-10 04:19:54.580034+02|16384|test|17|32145|0|16491826|670465|500151981|38339|500055094|4|0|0|10|10020478976|0|||0|0|1504521.866|1499742.591|495.998|37|0|0|0|
3|1662776395.595719|2022-09-10 04:19:55.595719+02|16384|test|17|52418|0|16531643|732448|500172464|58820|500055094|4|0|0|10|10020478976|0|||0|0|1520537.077|1513069.008|495.998|39|0|0|0|
4|1662776396.614791|2022-09-10 04:19:56.614791+02|16384|test|17|72968|0|16571753|795523|500193224|79578|500055094|4|0|0|10|10020478976|0|||0|0|1536554.413|1526331.351|495.998|41|0|0|0|
5|1662776397.632534|2022-09-10 04:19:57.632534+02|16384|test|17|94466|0|16613602|861599|500214932|101284|500055094|4|0|0|10|10020478976|0|||0|0|1552570.988|1539587.913|495.998|43|0|0|0|
6|1662776398.666094|2022-09-10 04:19:58.666094+02|16384|test|17|115004|0|16653616|924710|500235680|122030|500055094|4|0|0|10|10020478976|0|||0|0|1568594.725|1552937.326|495.998|45|0|0|0|
7|1662776399.684379|2022-09-10 04:19:59.684379+02|16384|test|17|136649|0|16695738|991248|500257535|143883|500055094|4|0|0|10|10020478976|0|||0|0|1584616.499|1566166.356|495.998|47|0|0|0|
8|1662776400.709357|2022-09-10 04:20:00.709357+02|16384|test|17|158130|0|16737595|1057231|500279226|165572|500055094|4|0|0|10|10020478976|0|||0|0|1600636.124|1579352.672|495.998|49|0|0|0|
9|1662776401.727659|2022-09-10 04:20:01.727659+02|16384|test|17|179268|0|16778712|1122239|500300574|186918|500055094|4|0|0|10|10020478976|0|||0|0|1616652.105|1592610.694|495.998|51|0|0|0|
10|1662776402.740411|2022-09-10 04:20:02.740411+02|16384|test|17|200262|0|16819609|1186747|500321778|208120|500055094|4|0|0|10|10020478976|0|||0|0|1632664.665|1605848.643|495.998|53|0|0|0|
11|1662776403.783601|2022-09-10 04:20:03.783601+02|16384|test|17|221462|0|16860802|1251989|500343188|229528|500055094|4|0|0|10|10020478976|0|||0|0|1648688.005|1619069.363|495.998|55|0|0|0|
12|1662776404.820347|2022-09-10 04:20:04.820347+02|16384|test|17|242873|0|16902456|1317825|500364809|251147|500055094|4|0|0|10|10020478976|0|||0|0|1664716.626|1632236.355|495.998|57|0|0|0|
13|1662776405.858600|2022-09-10 04:20:05.8586+02|16384|test|17|264670|0|16944894|1384807|500386816|273152|500055094|4|0|0|10|10020478976|0|||0|0|1680757.031|1645539.045|495.998|59|0|0|0|
14|1662776406.899249|2022-09-10 04:20:06.899249+02|16384|test|17|285991|0|16986367|1450374|500408347|294681|500055094|4|0|0|10|10020478976|0|||0|0|1696791.328|1658784.272|495.998|61|0|0|0|
15|1662776407.945891|2022-09-10 04:20:07.945891+02|16384|test|17|307262|0|17027821|1515710|500429828|316160|500055094|4|0|0|10|10020478976|0|||0|0|1712823.909|1672054.478|495.998|63|0|0|0|
16|1662776409.008501|2022-09-10 04:20:09.008501+02|16384|test|17|328587|0|17069326|1581265|500451363|337693|500055094|4|0|0|10|10020478976|0|||0|0|1728873.584|1685256.541|495.998|65|0|0|0|
17|1662776410.055261|2022-09-10 04:20:10.055261+02|16384|test|17|349980|0|17110969|1647022|500472966|359294|500055094|4|0|0|10|10020478976|0|||0|0|1744896.08|1698525.685|495.998|67|0|0|0|
18|1662776411.080901|2022-09-10 04:20:11.080901+02|16384|test|17|371572|0|17153032|1713354|500494768|381094|500055094|4|0|0|10|10020478976|0|||0|0|1760916.558|1711695.001|495.998|69|0|0|0|
19|1662776412.113300|2022-09-10 04:20:12.1133+02|16384|test|17|392910|0|17194548|1778963|500516316|402640|500055094|4|0|0|10|10020478976|0|||0|0|1776950.826|1724977.245|495.998|71|0|0|0|
20|1662776413.149983|2022-09-10 04:20:13.149983+02|16384|test|17|414665|0|17236874|1845847|500538281|424603|500055094|4|0|0|10|10020478976|0|||0|0|1792984.384|1738249.12|495.998|73|0|0|0|
21|1662776414.192311|2022-09-10 04:20:14.192311+02|16384|test|17|436270|0|17278959|1912222|500560096|446416|500055094|4|0|0|10|10020478976|0|||0|0|1809017.924|1751468.158|495.998|75|0|0|0|
22|1662776415.218408|2022-09-10 04:20:15.218408+02|16384|test|17|457849|0|17320945|1978566|500581885|468203|500055094|4|0|0|10|10020478976|0|||0|0|1825038.945|1764657.077|495.998|77|0|0|0|
23|1662776416.260524|2022-09-10 04:20:16.260524+02|16384|test|17|479556|0|17363193|2045288|500603802|490118|500055094|4|0|0|10|10020478976|0|||0|0|1841071.384|1777845.409|495.998|79|0|0|0|
24|1662776417.306258|2022-09-10 04:20:17.306258+02|16384|test|17|501312|0|17405552|2112144|500625768|512082|500055094|4|0|0|10|10020478976|0|||0|0|1857104.075|1790991.552|495.998|81|0|0|0|
25|1662776418.339722|2022-09-10 04:20:18.339722+02|16384|test|17|522990|0|17447747|2178774|500647656|533968|500055094|4|0|0|10|10020478976|0|||0|0|1873128.585|1804147.798|495.998|83|0|0|0|
26|1662776419.355104|2022-09-10 04:20:19.355104+02|16384|test|17|544575|0|17489764|2245117|500669451|555761|500055094|4|0|0|10|10020478976|0|||0|0|1889145.266|1817232.601|495.998|85|0|0|0|
27|1662776420.372781|2022-09-10 04:20:20.372781+02|16384|test|17|566317|0|17532120|2311906|500691403|577711|500055094|4|0|0|10|10020478976|0|||0|0|1905161.702|1830367.578|495.998|87|0|0|0|
28|1662776421.400345|2022-09-10 04:20:21.400345+02|16384|test|17|588034|0|17574378|2378668|500713330|599636|500055094|4|0|0|10|10020478976|0|||0|0|1921191.197|1843460.295|495.998|89|0|0|0|
29|1662776422.440808|2022-09-10 04:20:22.440808+02|16384|test|17|610074|0|17617305|2446376|500735580|621884|500055094|4|0|0|10|10020478976|0|||0|0|1937216.237|1856667.871|495.998|91|0|0|0|
30|1662776423.481647|2022-09-10 04:20:23.481647+02|16384|test|17|632045|0|17660096|2513875|500757761|644063|500055094|4|0|0|10|10020478976|0|||0|0|1953252.817|1869828.804|495.998|93|0|0|0|
31|1662776424.514816|2022-09-10 04:20:24.514816+02|16384|test|17|653942|0|17702692|2581199|500779868|666168|500055094|4|0|0|10|10020478976|0|||0|0|1969280.852|1882949.003|495.998|95|0|0|0|
32|1662776425.558985|2022-09-10 04:20:25.558985+02|16384|test|17|675704|0|17744974|2648162|500801840|688138|500055094|4|0|0|10|10020478976|0|||0|0|1985304.268|1896069.76|495.998|97|0|0|0|
33|1662776426.591476|2022-09-10 04:20:26.591476+02|16384|test|17|718420|0|17828229|2778922|500844766|731062|500055094|4|0|0|10|10020478976|0|||0|0|2016339.927|1921623.508|495.998|99|0|0|0|
34|1662776427.615299|2022-09-10 04:20:27.615299+02|16384|test|17|741501|0|17873126|2849865|500868057|754351|500055094|4|0|0|10|10020478976|0|||0|0|2033361.959|1935506.39|495.998|101|0|0|0|
35|1662776428.650462|2022-09-10 04:20:28.650462+02|16384|test|17|763518|0|17915975|2917536|500890284|776576|500055094|4|0|0|10|10020478976|0|||0|0|2049390.386|1948553.89|495.998|103|0|0|0|
36|1662776429.702731|2022-09-10 04:20:29.702731+02|16384|test|17|785649|0|17958978|2985623|500912625|798915|500055094|4|0|0|10|10020478976|0|||0|0|2065424.427|1961631.844|495.998|105|0|0|0|
37|1662776430.743831|2022-09-10 04:20:30.743831+02|16384|test|17|807568|0|18001692|3052939|500934754|821042|500055094|4|0|0|10|10020478976|0|||0|0|2081459.014|1974713.246|495.998|107|0|0|0|
38|1662776431.766838|2022-09-10 04:20:31.766838+02|16384|test|17|829416|0|18044220|3120086|500956812|843098|500055094|4|0|0|10|10020478976|0|||0|0|2097480.827|1987869.745|495.998|109|0|0|0|
39|1662776432.785596|2022-09-10 04:20:32.785596+02|16384|test|17|851428|0|18087093|3187708|500979034|865318|500055094|4|0|0|10|10020478976|0|||0|0|2113502.381|2000755.959|495.998|111|0|0|0|
40|1662776433.816226|2022-09-10 04:20:33.816226+02|16384|test|17|873795|0|18130579|3256492|501001611|887893|500055094|4|0|0|10|10020478976|0|||0|0|2129528.279|2013804.198|495.998|113|0|0|0|
41|1662776434.873155|2022-09-10 04:20:34.873155+02|16384|test|17|895696|0|18173259|3323752|501023722|910002|500055094|4|0|0|10|10020478976|0|||0|0|2145552.456|2026787.136|495.998|115|0|0|0|
42|1662776435.927508|2022-09-10 04:20:35.927508+02|16384|test|17|918082|0|18216889|3392487|501046318|932596|500055094|4|0|0|10|10020478976|0|||0|0|2161586.414|2039758.839|495.998|117|0|0|0|
43|1662776436.952127|2022-09-10 04:20:36.952127+02|16384|test|17|940358|0|18260311|3460880|501068804|955080|500055094|4|0|0|10|10020478976|0|||0|0|2177608.489|2052799.979|495.998|119|0|0|0|
44|1662776438.015197|2022-09-10 04:20:38.015197+02|16384|test|17|962727|0|18303853|3529618|501091383|977657|500055094|4|0|0|10|10020478976|0|||0|0|2193637.391|2065683.732|495.998|121|0|0|0|
45|1662776439.074861|2022-09-10 04:20:39.074861+02|16384|test|17|985156|0|18347547|3598504|501114022|1000294|500055094|4|0|0|10|10020478976|0|||0|0|2209667.289|2078504.753|495.998|123|0|0|0|
46|1662776440.094111|2022-09-10 04:20:40.094111+02|16384|test|17|1007326|0|18390668|3666668|501136402|1022672|500055094|4|0|0|10|10020478976|0|||0|0|2225684.738|2091466.335|495.998|125|0|0|0|
47|1662776441.133013|2022-09-10 04:20:41.133013+02|16384|test|17|1029638|0|18434130|3735264|501159815|1045204|500055094|4|0|0|10|10020478976|0|||0|0|2241716.866|2104462.491|495.998|127|0|0|0|
48|1662776442.164284|2022-09-10 04:20:42.164284+02|16384|test|17|1051945|0|18477515|3803849|501182332|1067719|500055094|4|0|0|10|10020478976|0|||0|0|2257736.508|2117377.223|495.998|129|0|0|0|
49|1662776443.192523|2022-09-10 04:20:43.192523+02|16384|test|17|1074531|0|18521484|3873245|501205128|1090513|500055094|4|0|0|10|10020478976|0|||0|0|2273763.548|2130324.842|495.998|131|0|0|0|
50|1662776444.251143|2022-09-10 04:20:44.251143+02|16384|test|17|1096734|0|18564684|3941495|501227541|1112924|500055094|4|0|0|10|10020478976|0|||0|0|2289795.528|2143289.984|495.998|133|0|0|0|
51|1662776445.285966|2022-09-10 04:20:45.285966+02|16384|test|17|1119104|0|18608197|4010267|501250121|1135502|500055094|4|0|0|10|10020478976|0|||0|0|2305821.506|2156191.486|495.998|135|0|0|0|
52|1662776446.323286|2022-09-10 04:20:46.323286+02|16384|test|17|1141094|0|18650976|4077873|501272321|1157700|500055094|4|0|0|10|10020478976|0|||0|0|2321845.163|2169195.275|495.998|137|0|0|0|
53|1662776447.371129|2022-09-10 04:20:47.371129+02|16384|test|17|1163089|0|18693750|4145509|501294526|1179903|500055094|4|0|0|10|10020478976|0|||0|0|2337885.122|2182164.794|495.998|139|0|0|0|
54|1662776448.403943|2022-09-10 04:20:48.403943+02|16384|test|17|1185136|0|18736623|4213306|501316783|1202158|500055094|4|0|0|10|10020478976|0|||0|0|2353910.809|2195130.174|495.998|141|0|0|0|
55|1662776449.428407|2022-09-10 04:20:49.428407+02|16384|test|17|1207323|0|18779755|4281544|501339180|1224553|500055094|4|0|0|10|10020478976|0|||0|0|2369933.329|2208175.177|495.998|143|0|0|0|
56|1662776450.474411|2022-09-10 04:20:50.474411+02|16384|test|17|1229411|0|18822721|4349453|501361478|1246849|500055094|4|0|0|10|10020478976|0|||0|0|2385975.341|2221067.826|495.998|145|0|0|0|
57|1662776451.511836|2022-09-10 04:20:51.511836+02|16384|test|17|1251648|0|18865954|4417840|501383925|1269294|500055094|4|0|0|10|10020478976|0|||0|0|2402020.171|2234033.789|495.998|147|0|0|0|
58|1662776452.554510|2022-09-10 04:20:52.55451+02|16384|test|17|1274145|0|18909711|4487003|501406632|1291999|500055094|4|0|0|10|10020478976|0|||0|0|2418056.55|2246930.893|495.998|149|0|0|0|
59|1662776453.585337|2022-09-10 04:20:53.585337+02|16384|test|17|1296627|0|18953453|4556106|501429324|1314689|500055094|4|0|0|10|10020478976|0|||0|0|2434077.744|2259859.532|495.998|151|0|0|0|
60|1662776454.624730|2022-09-10 04:20:54.62473+02|16384|test|17|1341426|0|19040698|4693291|501474333|1359696|500055094|4|0|0|10|10020478976|0|||0|0|2466110.73|2285730.989|495.998|153|0|0|0|
61|1662776455.657846|2022-09-10 04:20:55.657846+02|16384|test|17|1364281|0|19085142|4763557|501497398|1382759|500055094|4|0|0|10|10020478976|0|||0|0|2482137.103|2298706.066|495.998|155|0|0|0|
62|1662776456.729166|2022-09-10 04:20:56.729166+02|16384|test|17|1386367|0|19128100|4831464|501519694|1405053|500055094|4|0|0|10|10020478976|0|||0|0|2498189.991|2311534.126|495.998|157|0|0|0|
63|1662776457.800698|2022-09-10 04:20:57.800698+02|16384|test|17|1408384|0|19170940|4899144|501541921|1427278|500055094|4|0|0|10|10020478976|0|||0|0|2514225.655|2324465.601|495.998|159|0|0|0|
64|1662776458.822116|2022-09-10 04:20:58.822116+02|16384|test|17|1430838|0|19214605|4968184|501564585|1449940|500055094|4|0|0|10|10020478976|0|||0|0|2530248.257|2337269.734|495.998|161|0|0|0|
65|1662776459.870632|2022-09-10 04:20:59.870632+02|16384|test|17|1453453|0|19258631|5037668|501587410|1472763|500055094|4|0|0|10|10020478976|0|||0|0|2546285.178|2350219.952|495.998|163|0|0|0|
66|1662776460.928578|2022-09-10 04:21:00.928578+02|16384|test|17|1476115|0|19302684|5107360|501610282|1495633|500055094|4|0|0|10|10020478976|0|||0|0|2562319.232|2363091.438|495.998|165|0|0|0|
67|1662776461.959713|2022-09-10 04:21:01.959713+02|16384|test|17|1498642|0|19346580|5176534|501633019|1518368|500055094|4|0|0|10|10020478976|0|||0|0|2578338.64|2375974.209|495.998|167|0|0|0|
68|1662776462.995036|2022-09-10 04:21:02.995036+02|16384|test|17|1521934|0|19391862|5248147|501656521|1541868|500055094|4|0|0|10|10020478976|0|||0|0|2594371.656|2388769.037|495.998|169|0|0|0|
69|1662776464.031223|2022-09-10 04:21:04.031223+02|16384|test|17|1544474|0|19435698|5317446|501679271|1564616|500055094|4|0|0|10|10020478976|0|||0|0|2610403.654|2401627.413|495.998|171|0|0|0|
70|1662776465.072512|2022-09-10 04:21:05.072512+02|16384|test|17|1566650|0|19478834|5385625|501701657|1587000|500055094|4|0|0|10|10020478976|0|||0|0|2626437.167|2414596.99|495.998|173|0|0|0|
71|1662776466.120805|2022-09-10 04:21:06.120805+02|16384|test|17|1589542|0|19523391|5455963|501724759|1610100|500055094|4|0|0|10|10020478976|0|||0|0|2642474.901|2427465.955|495.998|175|0|0|0|
72|1662776467.155880|2022-09-10 04:21:07.15588+02|16384|test|17|1612239|0|19567562|5525712|501747666|1633005|500055094|4|0|0|10|10020478976|0|||0|0|2658491.808|2440295.718|495.998|177|0|0|0|
73|1662776468.218955|2022-09-10 04:21:08.218955+02|16384|test|17|1634515|0|19610833|5594256|501770152|1655489|500055094|4|0|0|10|10020478976|0|||0|0|2674524.594|2453119.343|495.998|179|0|0|0|
