run|epoch|ts|lsn|checkpoints_timed|checkpoints_req|checkpoint_write_time|checkpoint_sync_time|buffers_checkpoint|buffers_clean|maxwritten_clean|buffers_backend|buffers_backend_fsync|buffers_alloc|stats_reset
1|1663003038.652380|2022-09-12 19:17:18.65238+02|1D/FE770000|1|1|675405|785|4689|0|0|32789995|0|9041|2022-09-12 18:40:11.678048+02
1|1663003039.664668|2022-09-12 19:17:19.664668+02|1D/FE770FF0|1|1|675405|785|4689|0|0|32789995|0|45194|2022-09-12 18:40:11.678048+02
2|1663003040.680773|2022-09-12 19:17:20.680773+02|1D/FE770FF0|1|1|675405|785|4689|0|0|32789995|0|104385|2022-09-12 18:40:11.678048+02
3|1663003041.695334|2022-09-12 19:17:21.695334+02|1D/FE770FF0|1|1|675405|785|4689|0|0|32789995|0|187691|2022-09-12 18:40:11.678048+02
4|1663003042.708937|2022-09-12 19:17:22.708937+02|1D/FE770FF0|1|1|675405|785|4689|0|0|32789995|0|271063|2022-09-12 18:40:11.678048+02
5|1663003043.723166|2022-09-12 19:17:23.723166+02|1D/FE770FF0|1|1|675405|785|4689|0|0|32789995|0|402808|2022-09-12 18:40:11.678048+02
6|1663003044.739340|2022-09-12 19:17:24.73934+02|1D/FE770FF0|1|1|675405|785|4689|0|0|32789995|0|517020|2022-09-12 18:40:11.678048+02
7|1663003045.754919|2022-09-12 19:17:25.754919+02|1D/FE770FF0|1|1|675405|785|4689|0|0|32789995|0|670287|2022-09-12 18:40:11.678048+02
8|1663003046.769191|2022-09-12 19:17:26.769191+02|1D/FE770FF0|1|1|675405|785|4689|0|0|32789995|0|800056|2022-09-12 18:40:11.678048+02
9|1663003047.783778|2022-09-12 19:17:27.783778+02|1D/FE771028|1|1|675405|785|4689|0|0|32789995|0|929813|2022-09-12 18:40:11.678048+02
10|1663003048.798386|2022-09-12 19:17:28.798386+02|1D/FE771028|1|1|675405|785|4689|0|0|32789995|0|1051639|2022-09-12 18:40:11.678048+02
11|1663003049.813010|2022-09-12 19:17:29.81301+02|1D/FE771028|1|1|675405|785|4689|0|0|32789995|0|1180997|2022-09-12 18:40:11.678048+02
12|1663003050.827508|2022-09-12 19:17:30.827508+02|1D/FE771028|1|1|675405|785|4689|0|0|32789995|0|1309585|2022-09-12 18:40:11.678048+02
13|1663003051.842029|2022-09-12 19:17:31.842029+02|1D/FE771028|1|1|675405|785|4689|0|0|32789995|0|1437972|2022-09-12 18:40:11.678048+02
14|1663003052.856472|2022-09-12 19:17:32.856472+02|1D/FE771028|1|1|675405|785|4689|0|0|32789995|0|1566700|2022-09-12 18:40:11.678048+02
15|1663003053.870777|2022-09-12 19:17:33.870777+02|1D/FE771028|1|1|675405|785|4689|0|0|32789995|0|1694028|2022-09-12 18:40:11.678048+02
16|1663003054.885473|2022-09-12 19:17:34.885473+02|1D/FE771028|1|1|675405|785|4689|0|0|32789995|0|1821872|2022-09-12 18:40:11.678048+02
17|1663003055.900044|2022-09-12 19:17:35.900044+02|1D/FE771028|1|1|675405|785|4689|5|0|32789995|0|1949517|2022-09-12 18:40:11.678048+02
18|1663003056.914399|2022-09-12 19:17:36.914399+02|1D/FE771028|1|1|675405|785|4689|17|0|32789995|0|2080468|2022-09-12 18:40:11.678048+02
19|1663003057.928772|2022-09-12 19:17:37.928772+02|1D/FE771028|1|1|675405|785|4689|17|0|32789995|0|2207402|2022-09-12 18:40:11.678048+02
20|1663003058.943495|2022-09-12 19:17:38.943495+02|1D/FE771028|1|1|675405|785|4689|17|0|32789995|0|2333900|2022-09-12 18:40:11.678048+02
21|1663003059.958495|2022-09-12 19:17:39.958495+02|1D/FE771028|1|1|675405|785|4689|17|0|32789995|0|2459611|2022-09-12 18:40:11.678048+02
22|1663003060.973056|2022-09-12 19:17:40.973056+02|1D/FE771028|1|1|675405|785|4689|17|0|32789995|0|2585311|2022-09-12 18:40:11.678048+02
23|1663003061.987759|2022-09-12 19:17:41.987759+02|1D/FE771028|1|1|675405|785|4689|17|0|32789995|0|2710654|2022-09-12 18:40:11.678048+02
24|1663003063.002455|2022-09-12 19:17:43.002455+02|1D/FE771028|1|1|675405|785|4689|17|0|32789995|0|2835012|2022-09-12 18:40:11.678048+02
25|1663003064.017017|2022-09-12 19:17:44.017017+02|1D/FE771028|1|1|675405|785|4689|22|0|32789995|0|2960577|2022-09-12 18:40:11.678048+02
26|1663003065.031733|2022-09-12 19:17:45.031733+02|1D/FE771028|1|1|675405|785|4689|222|2|32789995|0|3086315|2022-09-12 18:40:11.678048+02
27|1663003066.046480|2022-09-12 19:17:46.04648+02|1D/FE771028|1|1|675405|785|4689|222|2|32789995|0|3209569|2022-09-12 18:40:11.678048+02
28|1663003067.061384|2022-09-12 19:17:47.061384+02|1D/FE771028|1|1|675405|785|4689|222|2|32789995|0|3332258|2022-09-12 18:40:11.678048+02
29|1663003068.075962|2022-09-12 19:17:48.075962+02|1D/FE771028|1|1|675405|785|4689|222|2|32789995|0|3454721|2022-09-12 18:40:11.678048+02
30|1663003069.091713|2022-09-12 19:17:49.091713+02|1D/FE771028|1|1|675405|785|4689|222|2|32789995|0|3576877|2022-09-12 18:40:11.678048+02
31|1663003070.106291|2022-09-12 19:17:50.106291+02|1D/FE771028|1|1|675405|785|4689|222|2|32789995|0|3698056|2022-09-12 18:40:11.678048+02
32|1663003071.120826|2022-09-12 19:17:51.120826+02|1D/FE771028|1|1|675405|785|4689|222|2|32789995|0|3819354|2022-09-12 18:40:11.678048+02
33|1663003072.135572|2022-09-12 19:17:52.135572+02|1D/FE771028|1|1|675405|785|4689|222|2|32789995|0|3941429|2022-09-12 18:40:11.678048+02
34|1663003073.149943|2022-09-12 19:17:53.149943+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|4063883|2022-09-12 18:40:11.678048+02
35|1663003074.164114|2022-09-12 19:17:54.164114+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|4184428|2022-09-12 18:40:11.678048+02
36|1663003075.178300|2022-09-12 19:17:55.1783+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|4304264|2022-09-12 18:40:11.678048+02
37|1663003076.192577|2022-09-12 19:17:56.192577+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|4447368|2022-09-12 18:40:11.678048+02
38|1663003077.206907|2022-09-12 19:17:57.206907+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|4566387|2022-09-12 18:40:11.678048+02
39|1663003078.220926|2022-09-12 19:17:58.220926+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|4685167|2022-09-12 18:40:11.678048+02
40|1663003079.235764|2022-09-12 19:17:59.235764+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|4803983|2022-09-12 18:40:11.678048+02
41|1663003080.249408|2022-09-12 19:18:00.249408+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|4923632|2022-09-12 18:40:11.678048+02
42|1663003081.263021|2022-09-12 19:18:01.263021+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|5042871|2022-09-12 18:40:11.678048+02
43|1663003082.276565|2022-09-12 19:18:02.276565+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|5161344|2022-09-12 18:40:11.678048+02
44|1663003083.290384|2022-09-12 19:18:03.290384+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|5279820|2022-09-12 18:40:11.678048+02
45|1663003084.304067|2022-09-12 19:18:04.304067+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|5397555|2022-09-12 18:40:11.678048+02
46|1663003085.318651|2022-09-12 19:18:05.318651+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|5516415|2022-09-12 18:40:11.678048+02
47|1663003086.333546|2022-09-12 19:18:06.333546+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|5635192|2022-09-12 18:40:11.678048+02
48|1663003087.348052|2022-09-12 19:18:07.348052+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|5754070|2022-09-12 18:40:11.678048+02
49|1663003088.362640|2022-09-12 19:18:08.36264+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|5874060|2022-09-12 18:40:11.678048+02
50|1663003089.376406|2022-09-12 19:18:09.376406+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|5993913|2022-09-12 18:40:11.678048+02
51|1663003090.390624|2022-09-12 19:18:10.390624+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|6113911|2022-09-12 18:40:11.678048+02
52|1663003091.405211|2022-09-12 19:18:11.405211+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|6233462|2022-09-12 18:40:11.678048+02
53|1663003092.419064|2022-09-12 19:18:12.419064+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|6353137|2022-09-12 18:40:11.678048+02
54|1663003093.433516|2022-09-12 19:18:13.433516+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|6472906|2022-09-12 18:40:11.678048+02
55|1663003094.448348|2022-09-12 19:18:14.448348+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|6592668|2022-09-12 18:40:11.678048+02
56|1663003095.463131|2022-09-12 19:18:15.463131+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|6712889|2022-09-12 18:40:11.678048+02
57|1663003096.477889|2022-09-12 19:18:16.477889+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|6834447|2022-09-12 18:40:11.678048+02
58|1663003097.491294|2022-09-12 19:18:17.491294+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|6956005|2022-09-12 18:40:11.678048+02
59|1663003098.505530|2022-09-12 19:18:18.50553+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|7078088|2022-09-12 18:40:11.678048+02
60|1663003099.519557|2022-09-12 19:18:19.519557+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|7200172|2022-09-12 18:40:11.678048+02
61|1663003100.534492|2022-09-12 19:18:20.534492+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|7322294|2022-09-12 18:40:11.678048+02
62|1663003101.549409|2022-09-12 19:18:21.549409+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|7445019|2022-09-12 18:40:11.678048+02
63|1663003102.563948|2022-09-12 19:18:22.563948+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|7567816|2022-09-12 18:40:11.678048+02
64|1663003103.579103|2022-09-12 19:18:23.579103+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|7691148|2022-09-12 18:40:11.678048+02
65|1663003104.593385|2022-09-12 19:18:24.593385+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|7815321|2022-09-12 18:40:11.678048+02
66|1663003105.608573|2022-09-12 19:18:25.608573+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|7939976|2022-09-12 18:40:11.678048+02
67|1663003106.623221|2022-09-12 19:18:26.623221+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|8065862|2022-09-12 18:40:11.678048+02
68|1663003107.637320|2022-09-12 19:18:27.63732+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|8191395|2022-09-12 18:40:11.678048+02
69|1663003108.651807|2022-09-12 19:18:28.651807+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|8317187|2022-09-12 18:40:11.678048+02
70|1663003109.666743|2022-09-12 19:18:29.666743+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|8443165|2022-09-12 18:40:11.678048+02
71|1663003110.681036|2022-09-12 19:18:30.681036+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|8595484|2022-09-12 18:40:11.678048+02
72|1663003111.695431|2022-09-12 19:18:31.695431+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|8722879|2022-09-12 18:40:11.678048+02
73|1663003112.710326|2022-09-12 19:18:32.710326+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|8851338|2022-09-12 18:40:11.678048+02
74|1663003113.725111|2022-09-12 19:18:33.725111+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|8980000|2022-09-12 18:40:11.678048+02
75|1663003114.739700|2022-09-12 19:18:34.7397+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|9109097|2022-09-12 18:40:11.678048+02
76|1663003115.754273|2022-09-12 19:18:35.754273+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|9238734|2022-09-12 18:40:11.678048+02
77|1663003116.769258|2022-09-12 19:18:36.769258+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|9369188|2022-09-12 18:40:11.678048+02
78|1663003117.784915|2022-09-12 19:18:37.784915+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|9499241|2022-09-12 18:40:11.678048+02
79|1663003118.799692|2022-09-12 19:18:38.799692+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|9629920|2022-09-12 18:40:11.678048+02
80|1663003119.815661|2022-09-12 19:18:39.815661+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|9761564|2022-09-12 18:40:11.678048+02
81|1663003120.830907|2022-09-12 19:18:40.830907+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|9893440|2022-09-12 18:40:11.678048+02
82|1663003121.846203|2022-09-12 19:18:41.846203+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|10025534|2022-09-12 18:40:11.678048+02
83|1663003122.860440|2022-09-12 19:18:42.86044+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|10157577|2022-09-12 18:40:11.678048+02
84|1663003123.874990|2022-09-12 19:18:43.87499+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|10289808|2022-09-12 18:40:11.678048+02
85|1663003124.889980|2022-09-12 19:18:44.88998+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|10422560|2022-09-12 18:40:11.678048+02
86|1663003125.904227|2022-09-12 19:18:45.904227+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|10555578|2022-09-12 18:40:11.678048+02
87|1663003126.919390|2022-09-12 19:18:46.91939+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|10689807|2022-09-12 18:40:11.678048+02
88|1663003127.934272|2022-09-12 19:18:47.934272+02|1D/FE771028|1|1|675405|785|4689|230|2|32789995|0|10824498|2022-09-12 18:40:11.678048+02
