run|epoch|ts|datid|datname|numbackends|xact_commit|xact_rollback|blks_read|blks_hit|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|stats_reset
1|1663003038.646296|2022-09-12 19:17:18.646296+02|16384|test|1|384|0|32819937|1137596|1000179073|4967|1000110094|4|0|0|19|20040638464|0|||0|0|2226153.154|2225194.453|920.168|15|0|0|0|
1|1663003039.658623|2022-09-12 19:17:19.658623+02|16384|test|33|425|0|32819937|1139800|1000190287|6139|1000110094|4|0|0|19|20040638464|0|||0|0|2226232.558|2225201.474|920.168|51|0|0|0|
2|1663003040.672960|2022-09-12 19:17:20.67296+02|16384|test|33|50752|0|32929543|1285400|1000242104|57922|1000110094|4|0|0|19|20040638464|0|||0|0|2290287.898|2286615.718|920.168|53|0|0|0|
3|1663003041.689002|2022-09-12 19:17:21.689002+02|16384|test|33|89489|0|33005932|1403131|1000281051|96867|1000110094|4|0|0|19|20040638464|0|||0|0|2322314.625|2317116.268|920.168|55|0|0|0|
4|1663003042.702736|2022-09-12 19:17:22.702736+02|16384|test|33|136677|0|33098060|1547378|1000328449|144263|1000110094|4|0|0|19|20040638464|0|||0|0|2354330.831|2347363.676|920.168|57|0|0|0|
5|1663003043.716773|2022-09-12 19:17:23.716773+02|16384|test|33|204882|0|33229608|1757290|1000396864|212676|1000110094|4|0|0|19|20040638464|0|||0|0|2386345.97|2376697.065|920.168|59|0|0|0|
6|1663003044.731622|2022-09-12 19:17:24.731622+02|16384|test|33|263349|0|33340802|1938866|1000455541|271351|1000110094|4|0|0|19|20040638464|0|||0|0|2418363.902|2406345.103|920.168|61|0|0|0|
7|1663003045.747938|2022-09-12 19:17:25.747938+02|16384|test|33|332448|0|33470723|2154875|1000524850|340658|1000110094|4|0|0|19|20040638464|0|||0|0|2450381.837|2435550.517|920.168|63|0|0|0|
8|1663003046.762853|2022-09-12 19:17:26.762853+02|16384|test|33|402527|0|33600499|2375929|1000595139|410945|1000110094|4|0|0|19|20040638464|0|||0|0|2482398.306|2464821.661|920.168|65|0|0|0|
9|1663003047.776877|2022-09-12 19:17:27.776877+02|16384|test|33|473496|0|33730169|2601539|1000666318|482122|1000110094|4|0|0|19|20040638464|0|||0|0|2514415.415|2494062.559|920.168|67|0|0|0|
10|1663003048.791503|2022-09-12 19:17:28.791503+02|16384|test|33|545005|0|33858931|2830757|1000738037|553839|1000110094|4|0|0|19|20040638464|0|||0|0|2546592.795|2523261.546|920.168|69|0|0|0|
11|1663003049.806597|2022-09-12 19:17:29.806597+02|16384|test|33|613465|0|33980895|3051528|1000806707|622507|1000110094|4|0|0|19|20040638464|0|||0|0|2578609.421|2552848.627|920.168|71|0|0|0|
12|1663003050.820798|2022-09-12 19:17:30.820798+02|16384|test|33|685067|0|34108702|3282166|1000878519|694317|1000110094|4|0|0|19|20040638464|0|||0|0|2610625.118|2582174.224|920.168|73|0|0|0|
13|1663003051.835622|2022-09-12 19:17:31.835622+02|16384|test|33|756616|0|34236486|3512562|1000950278|766074|1000110094|4|0|0|19|20040638464|0|||0|0|2642641.701|2611497.307|920.168|75|0|0|0|
14|1663003052.849861|2022-09-12 19:17:32.849861+02|16384|test|33|828371|0|34364656|3743602|1001022243|838037|1000110094|4|0|0|19|20040638464|0|||0|0|2674658.524|2640802.038|920.168|77|0|0|0|
15|1663003053.864022|2022-09-12 19:17:33.864022+02|16384|test|33|899440|0|34491508|3972593|1001094413|909326|1000110094|4|0|0|19|20040638464|0|||0|0|2706674.77|2670129.2|920.168|79|0|0|0|
16|1663003054.878880|2022-09-12 19:17:34.87888+02|16384|test|33|970845|0|34618611|4202950|1001166028|980939|1000110094|4|0|0|19|20040638464|0|||0|0|2738690.907|2699447.619|920.168|81|0|0|0|
17|1663003055.893247|2022-09-12 19:17:35.893247+02|16384|test|33|1042240|0|34745843|4433128|1001237633|1052542|1000110094|4|0|0|19|20040638464|0|||0|0|2770708.294|2728772.892|920.168|83|0|0|0|
18|1663003056.907910|2022-09-12 19:17:36.90791+02|16384|test|33|1113145|0|34872167|4661764|1001308748|1123655|1000110094|4|0|0|19|20040638464|0|||0|0|2802723.014|2758111.204|920.168|85|0|0|0|
19|1663003057.922497|2022-09-12 19:17:37.922497+02|16384|test|33|1183612|0|34998301|4888400|1001379425|1194330|1000110094|4|0|0|19|20040638464|0|||0|0|2834739.818|2787472.599|920.168|87|0|0|0|
20|1663003058.936614|2022-09-12 19:17:38.936614+02|16384|test|33|1254018|0|35124296|5114870|1001450041|1264944|1000110094|4|0|0|19|20040638464|0|||0|0|2866753.206|2816847.326|920.168|89|0|0|0|
21|1663003059.951869|2022-09-12 19:17:39.951869+02|16384|test|33|1324099|0|35249590|5340416|1001520332|1335233|1000110094|4|0|0|19|20040638464|0|||0|0|2898771.144|2846234.779|920.168|91|0|0|0|
22|1663003060.966284|2022-09-12 19:17:40.966284+02|16384|test|33|1394159|0|35374510|5566231|1001590602|1405501|1000110094|4|0|0|19|20040638464|0|||0|0|2930788.699|2875623.484|920.168|93|0|0|0|
23|1663003061.981067|2022-09-12 19:17:41.981067+02|16384|test|33|1464079|0|35499356|5791420|1001660732|1475629|1000110094|4|0|0|19|20040638464|0|||0|0|2962804.246|2905020.131|920.168|95|0|0|0|
24|1663003062.995857|2022-09-12 19:17:42.995857+02|16384|test|33|1533679|0|35623313|6015898|1001730542|1545437|1000110094|4|0|0|19|20040638464|0|||0|0|2994821.413|2934420.807|920.168|97|0|0|0|
25|1663003064.010398|2022-09-12 19:17:44.010398+02|16384|test|33|1602962|0|35747019|6239042|1001800035|1614928|1000110094|4|0|0|19|20040638464|0|||0|0|3026837.004|2963843.841|920.168|99|0|0|0|
26|1663003065.025053|2022-09-12 19:17:45.025053+02|16384|test|33|1671873|0|35870020|6461031|1001869156|1684047|1000110094|4|0|0|19|20040638464|0|||0|0|3058853.649|2993224.577|920.168|101|0|0|0|
