run|epoch|ts|datid|datname|numbackends|xact_commit|xact_rollback|blks_read|blks_hit|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|stats_reset
1|1662368774.490778|2022-09-05 11:06:14.490778+02|16384|test|1|314|0|191159|19630|5037638|4477|5000644|4|0|0|1|100212736|0|||0|0|12338.767|12389.837|5.26|16|0|0|0|
1|1662368775.547106|2022-09-05 11:06:15.547106+02|16384|test|17|4102|0|197459|82346|5050078|13287|5004372|3732|0|0|1|100212736|0|||0|0|19656.555|17925.488|1189.846|36|0|0|0|
2|1662368776.560653|2022-09-05 11:06:16.560653+02|16384|test|17|16037|0|214710|274487|5085330|37793|5016258|15618|0|0|1|100212736|0|||0|0|45109.82|38295.058|4496.839|38|0|0|0|
3|1662368777.571726|2022-09-05 11:06:17.571726+02|16384|test|17|25797|0|224480|426803|5112669|57517|5026014|25374|0|0|1|100212736|0|||0|0|61176.959|50505.939|7053.686|40|0|0|0|
4|1662368778.582129|2022-09-05 11:06:18.582129+02|16384|test|17|33202|0|230680|540583|5133004|72531|5033415|32775|0|0|1|100212736|0|||0|0|77245.85|63813.674|8839.099|42|0|0|0|
5|1662368779.594883|2022-09-05 11:06:19.594883+02|16384|test|17|44592|0|238551|710208|5163281|95515|5044801|44161|0|0|1|100212736|0|||0|0|93264.702|76113.624|11225.36|44|0|0|0|
6|1662368780.605971|2022-09-05 11:06:20.605971+02|16384|test|17|52444|0|243140|823975|5183636|111423|5052649|52009|0|0|1|100212736|0|||0|0|109285.891|88934.404|13394.487|46|0|0|0|
7|1662368781.618653|2022-09-05 11:06:21.618653+02|16384|test|17|64480|0|249310|994536|5214069|135699|5064681|64041|0|0|1|100212736|0|||0|0|125302.28|100943.118|16053.276|48|0|0|0|
8|1662368782.631595|2022-09-05 11:06:22.631595+02|16384|test|17|76918|0|254714|1165238|5244610|160779|5077115|76475|0|0|1|100212736|0|||0|0|141322.176|112706.424|18909.631|50|0|0|0|
9|1662368783.642772|2022-09-05 11:06:23.642772+02|16384|test|17|89854|0|259564|1338152|5275643|186855|5090047|89407|0|0|1|100212736|0|||0|0|157339.809|124282.692|21893.497|52|0|0|0|
