run|epoch|ts|datid|datname|numbackends|xact_commit|xact_rollback|blks_read|blks_hit|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|stats_reset
1|1663028500.578691|2022-09-13 02:21:40.578691+02|16384|test|1|36339601|0|87164493|111924187|536650785|36531783|500055094|4|0|0|10|10020478976|0|||0|0|15195588.538|13672359.677|498.884|1825|0|0|0|
1|1663028501.587061|2022-09-13 02:21:41.587061+02|16384|test|17|36339624|0|87164538|111925761|536656727|36532702|500055094|4|0|0|10|10020478976|0|||0|0|15195620.313|13672369.573|498.884|1843|0|0|0|
2|1663028502.596344|2022-09-13 02:21:42.596344+02|16384|test|17|36345016|0|87175307|112030250|536673832|36544481|500060400|5310|0|0|10|10020478976|0|||0|0|15214684.241|13684850.829|971.429|1847|0|0|0|
3|1663028503.605810|2022-09-13 02:21:43.60581+02|16384|test|17|36351808|0|87188665|112160426|536694404|36558271|500067188|12098|0|0|10|10020478976|0|||0|0|15239738.008|13700858.616|1559.183|1849|0|0|0|
4|1663028504.618941|2022-09-13 02:21:44.618941+02|16384|test|17|36357389|0|87199688|112267253|536711338|36569637|500072765|17675|0|0|10|10020478976|0|||0|0|15259784.612|13712931.409|2007.846|1851|0|0|0|
5|1663028505.628241|2022-09-13 02:21:45.628241+02|16384|test|17|36361915|0|87208610|112354014|536725111|36578893|500077287|22197|0|0|10|10020478976|0|||0|0|15275829.997|13723146.658|2387.161|1853|0|0|0|
6|1663028506.637772|2022-09-13 02:21:46.637772+02|16384|test|17|36366366|0|87217360|112439432|536738654|36587999|500081734|26644|0|0|10|10020478976|0|||0|0|15291866.285|13733116.532|2765.368|1855|0|0|0|
7|1663028507.647569|2022-09-13 02:21:47.647569+02|16384|test|17|36370828|0|87226123|112525036|536752221|36597127|500086192|31102|0|0|10|10020478976|0|||0|0|15307903.49|13743138.206|3150.19|1857|0|0|0|
8|1663028508.657519|2022-09-13 02:21:48.657519+02|16384|test|17|36375226|0|87234758|112609388|536765605|36606127|500090586|35496|0|0|10|10020478976|0|||0|0|15323945.162|13752773.115|3515.412|1859|0|0|0|
9|1663028509.668037|2022-09-13 02:21:49.668037+02|16384|test|17|36379557|0|87243309|112692483|536778787|36614993|500094913|39823|0|0|10|10020478976|0|||0|0|15339990.458|13761366.153|3852.285|1861|0|0|0|
10|1663028510.677801|2022-09-13 02:21:50.677801+02|16384|test|17|36384074|0|87252170|112780604|536793886|36624724|500099427|44331|0|0|10|10020478976|0|||0|0|15356025.848|13771994.426|4225.892|1863|0|0|0|
11|1663028511.687751|2022-09-13 02:21:51.687751+02|16384|test|17|36388482|0|87260848|112865244|536807280|36633744|500103831|48735|0|0|10|10020478976|0|||0|0|15372066.954|13781603.367|4571.902|1865|0|0|0|
12|1663028512.697508|2022-09-13 02:21:52.697508+02|16384|test|17|36392791|0|87269364|112948202|536820382|36642566|500108136|53040|0|0|10|10020478976|0|||0|0|15388097.594|13791862.094|4936.66|1867|0|0|0|
