run|epoch|ts|datid|datname|numbackends|xact_commit|xact_rollback|blks_read|blks_hit|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|stats_reset
1|1662292631.162304|2022-09-04 13:57:11.162304+02|16411|test|1|316|0|847601|41612|25041605|4495|25002844|4|0|0|1|501030912|0|||0|0|97279.86|97687.471|25.574|15|0|0|0|
1|1662292632.173245|2022-09-04 13:57:12.173245+02|16411|test|17|10064|0|865407|65056|25052832|15439|25002844|4|0|0|1|501030912|0|||0|0|104321.643|104049.377|25.574|35|0|0|0|
2|1662292633.187195|2022-09-04 13:57:13.187195+02|16411|test|17|49234|0|928797|159676|25092572|55168|25002844|4|0|0|1|501030912|0|||0|0|129357.683|126560.511|25.574|37|0|0|0|
3|1662292634.204394|2022-09-04 13:57:14.204394+02|16411|test|17|77325|0|964111|237165|25120873|83467|25002844|4|0|0|1|501030912|0|||0|0|145385.046|140795.415|25.574|39|0|0|0|
4|1662292635.253950|2022-09-04 13:57:15.25395+02|16411|test|17|126600|0|1017433|381382|25170358|132950|25002844|4|0|0|1|501030912|0|||0|0|161419.08|150074.428|25.574|41|0|0|0|
5|1662292636.317702|2022-09-04 13:57:16.317702+02|16411|test|17|180538|0|1073746|541260|25224506|187096|25002844|4|0|0|1|501030912|0|||0|0|177463.147|158376.262|25.574|43|0|0|0|
6|1662292637.416433|2022-09-04 13:57:17.416433+02|16411|test|17|239312|0|1135160|715381|25283490|246078|25002844|4|0|0|1|501030912|0|||0|0|193495.688|165531.771|25.574|45|0|0|0|
7|1662292638.455601|2022-09-04 13:57:18.455601+02|16411|test|17|299144|0|1197236|893072|25343532|306118|25002844|4|0|0|1|501030912|0|||0|0|209519.28|172545.512|25.574|47|0|0|0|
8|1662292639.545652|2022-09-04 13:57:19.545652+02|16411|test|17|360088|0|1260415|1074108|25404686|367270|25002844|4|0|0|1|501030912|0|||0|0|225547.342|178946.234|25.574|49|0|0|0|
9|1662292640.639996|2022-09-04 13:57:20.639996+02|16411|test|17|421163|0|1323688|1255574|25465971|428553|25002844|4|0|0|1|501030912|0|||0|0|241605.507|185463.676|25.574|51|0|0|0|
10|1662292641.762007|2022-09-04 13:57:21.762007+02|16411|test|17|482559|0|1387687|1437598|25527577|490157|25002844|4|0|0|1|501030912|0|||0|0|257648.202|192033.317|25.574|53|0|0|0|
11|1662292642.838295|2022-09-04 13:57:22.838295+02|16411|test|17|544002|0|1451592|1619904|25589230|551808|25002844|4|0|0|1|501030912|0|||0|0|273691.137|198551.064|25.574|55|0|0|0|
12|1662292643.958377|2022-09-04 13:57:23.958377+02|16411|test|17|605649|0|1515884|1802639|25651087|613663|25002844|4|0|0|1|501030912|0|||0|0|289720.939|205129.151|25.574|57|0|0|0|
