run|epoch|ts|datid|datname|numbackends|xact_commit|xact_rollback|blks_read|blks_hit|tup_returned|tup_fetched|tup_inserted|tup_updated|tup_deleted|conflicts|temp_files|temp_bytes|deadlocks|checksum_failures|checksum_last_failure|blk_read_time|blk_write_time|session_time|active_time|idle_in_transaction_time|sessions|sessions_abandoned|sessions_fatal|sessions_killed|stats_reset
1|1662443412.538573|2022-09-06 07:50:12.538573+02|16434|test|1|320|0|3307104|125787|100051629|4523|100011094|4|0|0|2|2004107264|0|||0|0|237663.075|237545.112|102.08|15|0|0|0|
1|1662443413.550522|2022-09-06 07:50:13.550522+02|16434|test|17|1260|0|3308950|130282|100054558|6425|100011094|4|0|0|2|2004107264|0|||0|0|238701.361|238434.649|102.08|35|0|0|0|
2|1662443414.568843|2022-09-06 07:50:14.568843+02|16434|test|17|45683|0|3394298|268954|100099791|51641|100011094|4|0|0|2|2004107264|0|||0|0|268774.006|263510.679|102.08|37|0|0|0|
3|1662443415.597319|2022-09-06 07:50:15.597319+02|16434|test|17|81246|0|3457245|384257|100135564|87412|100011094|4|0|0|2|2004107264|0|||0|0|285796.758|276583.829|102.08|39|0|0|0|
4|1662443416.640024|2022-09-06 07:50:16.640024+02|16434|test|17|114833|0|3515370|494502|100169361|121207|100011094|4|0|0|2|2004107264|0|||0|0|301817.891|288762.581|102.08|41|0|0|0|
5|1662443417.670845|2022-09-06 07:50:17.670845+02|16434|test|17|147850|0|3572367|603025|100202588|154432|100011094|4|0|0|2|2004107264|0|||0|0|317843.238|300989.275|102.08|43|0|0|0|
6|1662443418.706707|2022-09-06 07:50:18.706707+02|16434|test|17|177950|0|3624609|701718|100232898|184740|100011094|4|0|0|2|2004107264|0|||0|0|333859.041|313334.207|102.08|45|0|0|0|
7|1662443419.751982|2022-09-06 07:50:19.751982+02|16434|test|17|212212|0|3683849|814223|100267370|219210|100011094|4|0|0|2|2004107264|0|||0|0|349877.988|325492.823|102.08|47|0|0|0|
8|1662443420.766797|2022-09-06 07:50:20.766797+02|16434|test|17|245461|0|3741658|923094|100300829|252667|100011094|4|0|0|2|2004107264|0|||0|0|365894.195|337676.627|102.08|49|0|0|0|
9|1662443421.789034|2022-09-06 07:50:21.789034+02|16434|test|17|277443|0|3797048|1028049|100333021|284857|100011094|4|0|0|2|2004107264|0|||0|0|381910.192|350102.344|102.08|51|0|0|0|
10|1662443422.823011|2022-09-06 07:50:22.823011+02|16434|test|17|310257|0|3854099|1135503|100366045|317879|100011094|4|0|0|2|2004107264|0|||0|0|397936.192|362315.316|102.08|53|0|0|0|
11|1662443423.847842|2022-09-06 07:50:23.847842+02|16434|test|17|343526|0|3911648|1244734|100399524|351356|100011094|4|0|0|2|2004107264|0|||0|0|413955.65|374449.559|102.08|55|0|0|0|
12|1662443424.898264|2022-09-06 07:50:24.898264+02|16434|test|17|376616|0|3969072|1353195|100432824|384654|100011094|4|0|0|2|2004107264|0|||0|0|429984.658|386534.818|102.08|57|0|0|0|
13|1662443425.941355|2022-09-06 07:50:25.941355+02|16434|test|17|409942|0|4026764|1462568|100466360|418188|100011094|4|0|0|2|2004107264|0|||0|0|446014.34|398447.727|102.08|59|0|0|0|
14|1662443426.971662|2022-09-06 07:50:26.971662+02|16434|test|17|443758|0|4085379|1573468|100500386|452212|100011094|4|0|0|2|2004107264|0|||0|0|462037.561|410284.909|102.08|61|0|0|0|
15|1662443428.015041|2022-09-06 07:50:28.015041+02|16434|test|17|478521|0|4145543|1687554|100535359|487183|100011094|4|0|0|2|2004107264|0|||0|0|478064.615|421946.942|102.08|63|0|0|0|
16|1662443429.062319|2022-09-06 07:50:29.062319+02|16434|test|17|513634|0|4206365|1802732|100570682|522504|100011094|4|0|0|2|2004107264|0|||0|0|494093.283|433492.645|102.08|65|0|0|0|
17|1662443430.126147|2022-09-06 07:50:30.126147+02|16434|test|17|548966|0|4267668|1918524|100606224|558044|100011094|4|0|0|2|2004107264|0|||0|0|510128.217|444985.966|102.08|67|0|0|0|
18|1662443431.203918|2022-09-06 07:50:31.203918+02|16434|test|17|584299|0|4328872|2034483|100642658|593597|100011094|4|0|0|2|2004107264|0|||0|0|526177.449|456484.802|102.08|69|0|0|0|
19|1662443432.289205|2022-09-06 07:50:32.289205+02|16434|test|17|620563|0|4391602|2153508|100679132|630069|100011094|4|0|0|2|2004107264|0|||0|0|542240.961|467784.694|102.08|71|0|0|0|
20|1662443433.324189|2022-09-06 07:50:33.324189+02|16434|test|17|657057|0|4454861|2273154|100715836|666771|100011094|4|0|0|2|2004107264|0|||0|0|558284.913|479082.288|102.08|73|0|0|0|
21|1662443434.390846|2022-09-06 07:50:34.390846+02|16434|test|17|693585|0|4518316|2392774|100752574|703507|100011094|4|0|0|2|2004107264|0|||0|0|574310.435|490246.265|102.08|75|0|0|0|
22|1662443435.447204|2022-09-06 07:50:35.447204+02|16434|test|17|730378|0|4582061|2513429|100789577|740508|100011094|4|0|0|2|2004107264|0|||0|0|590334.894|501300.242|102.08|77|0|0|0|
23|1662443436.496826|2022-09-06 07:50:36.496826+02|16434|test|17|767464|0|4646222|2635133|100826873|777802|100011094|4|0|0|2|2004107264|0|||0|0|606372.883|512253.24|102.08|79|0|0|0|
24|1662443437.552367|2022-09-06 07:50:37.552367+02|16434|test|17|804864|0|4710961|2757829|100864483|815410|100011094|4|0|0|2|2004107264|0|||0|0|622425.891|523229.335|102.08|81|0|0|0|
25|1662443438.611413|2022-09-06 07:50:38.611413+02|16434|test|17|880046|0|4841227|3003908|100939875|890800|100011094|4|0|0|2|2004107264|0|||0|0|654475.385|544989.899|102.08|83|0|0|0|
26|1662443439.636413|2022-09-06 07:50:39.636413+02|16434|test|17|918022|0|4906831|3128619|100978061|928984|100011094|4|0|0|2|2004107264|0|||0|0|670495.732|555820.826|102.08|85|0|0|0|
27|1662443440.688805|2022-09-06 07:50:40.688805+02|16434|test|17|955958|0|4972406|3253159|101016207|967128|100011094|4|0|0|2|2004107264|0|||0|0|686512.885|566590.325|102.08|87|0|0|0|
28|1662443441.737079|2022-09-06 07:50:41.737079+02|16434|test|17|994487|0|5039041|3379604|101054946|1005865|100011094|4|0|0|2|2004107264|0|||0|0|702537.536|577325.739|102.08|89|0|0|0|
29|1662443442.829644|2022-09-06 07:50:42.829644+02|16434|test|17|1033076|0|5105798|3506227|101093745|1044662|100011094|4|0|0|2|2004107264|0|||0|0|718563.592|588102.47|102.08|91|0|0|0|
30|1662443443.850406|2022-09-06 07:50:43.850406+02|16434|test|17|1072150|0|5173470|3634360|101133029|1083944|100011094|4|0|0|2|2004107264|0|||0|0|734577.465|598888.089|102.08|93|0|0|0|
31|1662443444.895470|2022-09-06 07:50:44.89547+02|16434|test|17|1111524|0|5241668|3763467|101172613|1123526|100011094|4|0|0|2|2004107264|0|||0|0|750602.191|609492.503|102.08|95|0|0|0|
32|1662443445.970526|2022-09-06 07:50:45.970526+02|16434|test|17|1151243|0|5310529|3893636|101212542|1163453|100011094|4|0|0|2|2004107264|0|||0|0|766626.671|620207.423|102.08|97|0|0|0|
