1662880078;1662880093;0;default;xfs;100;init;14.833982;1288067184
1662880093;1662880093;0;default;xfs;100;vacuum;0.034353;63208
1662884729;1662884863;0;default;xfs;1000;init;133.909954;12880076216
1662884863;1662884863;0;default;xfs;1000;vacuum;0.048486;181560
1662889497;1662891085;0;default;xfs;10000;init;1587.879707;128800286608
1662891085;1662891085;0;default;xfs;10000;vacuum;0.198147;5116848
1662895759;1662895775;0;default;ext4;100;init;16.071230;1288067296
1662895775;1662895775;0;default;ext4;100;vacuum;0.032586;63096
1662900412;1662900547;0;default;ext4;1000;init;135.643300;12880076232
1662900547;1662900547;0;default;ext4;1000;vacuum;0.048075;186424
1662905184;1662906815;0;default;ext4;10000;init;1631.020537;128800279728
1662906815;1662906815;0;default;ext4;10000;vacuum;0.197787;5124296
